ID;ROW_NUMBER;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;PLANT;TYPE;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;MATERIAL_CODE;MATERIAL_SIZE;MATERIAL_LABEL;CUSTOMER_NUMBER;COUNTRY;CITY;POSTAL_CODE;REGION;AREA;DISTRIBUTION_CHANNEL;SCORE_0;SCORE_1;SCORE_2;SCORE_3;SCORE_4;SCORE_5;SCORE_6;SCORE_7;SCORE_8;SCORE_9;SCORE_10
.1~1;1;1;4;01-avr;04/01/2021 00:00;1;4;A5;Buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;0;0;0;0;2;3
.1~2;2;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;0;0;1;1;0;0
.1~3;3;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;1;1;1;0;0
.1~4;4;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80301;Germany;FRANKFURT/MAIN;60314;Hessen;South;16;0;0;0;0;1;1;1;1;0;0;0
.1~5;5;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;1;1;1;0
.1~6;6;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80304;Germany;ESSEN;45128;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;0;0;0;0
.1~7;7;1;4;01-avr;04/01/2021 00:00;1;4;A5;Buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80304;Germany;ESSEN;45128;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;0;1;1
.1~8;8;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;0;0;1;0;0
.1~9;9;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;0;0;0;0
.1~10;10;1;4;01-avr;04/01/2021 00:00;1;4;A5;Buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80301;Germany;FRANKFURT/MAIN;60314;Hessen;South;16;0;0;0;0;0;0;0;0;1;1;0
.1~11;11;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;1;1;1;0;0;0
.1~12;12;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80301;Germany;FRANKFURT/MAIN;60314;Hessen;South;16;0;0;0;0;0;1;1;0;0;0;0
.1~13;13;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;1;0;0;0
.1~14;14;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80304;Germany;ESSEN;45128;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;0;0;0;0
.1~15;15;1;4;01-avr;04/01/2021 00:00;1;4;A5;Buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80304;Germany;ESSEN;45128;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;0;0;1
.1~16;16;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;0;0;0;0;0;1
.1~17;17;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80304;Germany;ESSEN;45128;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;1;0;0
.1~18;18;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;0;0;1;1;0
.1~19;19;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;1;1;0;0;0;0
.1~20;20;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;1;1;1;0;0;0
.1~21;21;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80301;Germany;FRANKFURT/MAIN;60314;Hessen;South;16;0;0;0;0;1;1;1;0;0;0;0
.1~22;22;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;0;0;0;0
.1~23;23;1;4;01-avr;04/01/2021 00:00;1;4;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80304;Germany;ESSEN;45128;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;1;0;0;0
.1~24;24;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;1;1;1;0;0;0
.1~25;25;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80295;Germany;HAMBURG;22769;Hamburg;North;16;0;0;0;0;0;0;1;1;0;0;0
.1~26;26;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80299;Germany;MÜNCHEN;80997;Bavaria;South;16;0;0;0;0;0;0;1;1;1;0;0
.1~27;27;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;1;1;1;1;0;0;0
.1~28;28;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;1;1;1;1;0;0;0
.1~29;29;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;1;0;0
.1~30;30;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;0;0;0;0
.1~31;31;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;1;1;1;1;0;0
.1~32;32;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80295;Germany;HAMBURG;22769;Hamburg;North;16;0;0;0;0;1;2;2;1;0;0;0
.1~33;33;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;1;1;1;0;0;0;0
.1~34;34;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;1;0;0;0
.1~35;35;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;1;0;0;0
.1~36;36;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;0;0;1
.1~37;37;1;5;01-mai;05/01/2021 00:00;1;5;A5;Buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;0;0;0;0;1;1;0
.1~38;38;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;1;1;0;0;0;0
.1~39;39;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80295;Germany;HAMBURG;22769;Hamburg;North;16;0;0;0;0;0;0;1;0;0;0;0
.1~40;40;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80299;Germany;MÜNCHEN;80997;Bavaria;South;16;0;0;0;0;0;0;0;1;0;0;0
.1~41;41;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;0;0;0;0;1;1;0
.1~42;42;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;0;0;0;2;2
.1~43;43;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80295;Germany;HAMBURG;22769;Hamburg;North;16;0;0;0;0;0;0;0;0;0;1;1
.1~44;44;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;0;0;1;1;0;0;0
.1~45;45;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;1;0;0;0
.1~46;46;1;5;01-mai;05/01/2021 00:00;1;5;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;1;2;2
.1~47;47;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;0;0;0;2;2
.1~48;48;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;0;0;1;1;1;0
.1~49;49;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;1;1;1;0;0;0
.1~50;50;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;0;0;1;1;0;0;0
.1~51;51;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;1;0;0;0
.1~52;52;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;1;0;0;0;0
.1~53;53;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;0;1;0;0;0;0
.1~54;54;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;0;0;0;0;0;1;0
.1~55;55;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;0;0;0;0
.1~56;56;1;6;01-juin;06/01/2021 00:00;2;6;A5;Buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;1;1;1;1;0;0;0
.1~57;57;1;6;01-juin;06/01/2021 00:00;2;6;A5;Buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;1;2;1
.1~58;58;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;1;1;1;0;0;0;0
.1~59;59;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;1;1;1;0;0;0;0
.1~60;60;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;1;0;0;0
.1~61;61;1;6;01-juin;06/01/2021 00:00;2;6;A5;Buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;0;1;1
.1~62;62;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;0;1;0;0;0
.1~63;63;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;1;1;0
.1~64;64;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;0;0;1;1;0
.1~65;65;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;1;0;0;0;0;0
.1~66;66;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;0;0;0;1;1
.1~67;67;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;0;0;1;0;0;0;0
.1~68;68;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;1;0;0;0
.1~69;69;1;6;01-juin;06/01/2021 00:00;2;6;A5;Buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;0;1;1;1;0
.1~70;70;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;1;1;0;0;0
.1~71;71;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;0;0;0;1;1;0
.1~72;72;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;1;1;1;0;0;0;0
.1~73;73;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80300;Germany;NÜRNBERG;90455;Bavaria;South;16;0;0;0;0;0;0;1;0;0;0;0
.1~74;74;1;6;01-juin;06/01/2021 00:00;2;6;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;1;0;0;0
.1~75;75;1;7;01-juil;07/01/2021 00:00;2;7;A5;Buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;0;0;0;1;2;2
.1~76;76;1;7;01-juil;07/01/2021 00:00;2;7;A5;Buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;0;0;0;0;1;0
.1~77;77;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;0;0;0;0;1;0
.1~78;78;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;0;0;0;1;2;1
.1~79;79;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;1;1;0;0;0;0;0
.1~80;80;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80299;Germany;MÜNCHEN;80997;Bavaria;South;16;0;0;0;0;0;1;2;2;1;0;0
.1~81;81;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;1;1;0;0
.1~82;82;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;0;0;1
.1~83;83;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;0;0;1;1
.1~84;84;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;0;1;1;0;0;0
.1~85;85;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;0;0;1;1;0;0
.1~86;86;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;1;0;0;0
.1~87;87;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;1;2;2;2;1;0;0;0
.1~88;88;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;0;0;0;0;1;1
.1~89;89;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;0;1;0;0;0
.1~90;90;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;1;0;0;0;0;0
.1~91;91;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;0;0;0;0;1;1
.1~92;92;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;1;1;0;0
.1~93;93;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;0;0;0;0;0
.1~94;94;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80296;Germany;BREMEN;28197;Bremen;North;16;0;0;0;0;0;1;1;0;0;0;0
.1~95;95;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80297;Germany;DRESDEN;1157;Saxony;North;16;0;0;0;0;0;1;1;1;0;0;0
.1~96;96;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;1;1;0;0;0;0
.1~97;97;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80299;Germany;MÜNCHEN;80997;Bavaria;South;16;0;0;0;0;0;1;1;1;0;0;0
.1~98;98;1;7;01-juil;07/01/2021 00:00;2;7;A5;Non-buyer;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;80302;Germany;KÖLN;50668;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;1;0;0;0
.1~99;99;1;8;01-août;08/01/2021 00:00;2;8;A5;Buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;0;0;1;2;2
.1~100;100;1;8;01-août;08/01/2021 00:00;2;8;A5;Buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;0;1;2;1;0
.1~101;101;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;0;0;1;1;0
.1~102;102;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;1;1;1;0;0
.1~103;103;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80301;Germany;FRANKFURT/MAIN;60314;Hessen;South;16;0;0;0;0;0;1;1;1;0;0;0
.1~104;104;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T01;Milk;Trading Goods;T01;;Milk;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;1;0;0;0
.1~105;105;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;0;1;0;0;0
.1~106;106;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T02;Cream;Trading Goods;T02;;Cream;80301;Germany;FRANKFURT/MAIN;60314;Hessen;South;16;0;0;0;0;0;0;0;1;0;0;0
.1~107;107;1;8;01-août;08/01/2021 00:00;2;8;A5;Buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;1;1;0;0;0;0
.1~108;108;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;0;2;3;3;1
.1~109;109;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80295;Germany;HAMBURG;22769;Hamburg;North;16;0;0;0;0;0;0;0;0;1;2;1
.1~110;110;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;80303;Germany;DÜSSELDORF;40234;Nrth Rhine Westfalia;West;16;0;0;0;0;0;0;1;1;1;1;0
.1~111;111;1;8;01-août;08/01/2021 00:00;2;8;A5;Buyer;AA-T04;Cheese;Trading Goods;T04;;Cheese;80294;Germany;BERLIN;13129;Berlin;North;16;0;0;0;0;0;0;0;0;0;1;0
.1~112;112;1;8;01-août;08/01/2021 00:00;2;8;A5;Buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80298;Germany;STUTTGART;70178;Baden-Wurttemberg;South;16;0;0;0;0;0;0;0;0;0;1;1
.1~113;113;1;8;01-août;08/01/2021 00:00;2;8;A5;Non-buyer;AA-T05;Butter;Trading Goods;T05;;Butter;80301;Germany;FRANKFURT/MAIN;60314;Hessen;South;16;0;0;0;0;0;0;0;0;1;1;0
