ID;ROW_NUMBER;PLANT;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;EVENT_TYPE;DOCUMENT_TYPE;MOVEMENT_TYPE;STORAGE_LOCATION;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;MATERIAL_CODE;MATERIAL_SIZE;MATERIAL_LABEL;DEBIT_CREDIT_INDICATOR;UNIT;QUANTITY_ABS;QUANTITY
.1~2575;2575;D5;02;04;02/04;14/01/2021 00:00;3;14;Goods Receipt for Purchase Order;Goods Receipt;GR goods receipt;03;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;568;568
.1~2576;2576;D5;02;04;02/04;14/01/2021 00:00;3;14;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;54;-54
.1~2577;2577;D5;02;04;02/04;14/01/2021 00:00;3;14;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;16;-16
.1~2578;2578;D5;02;04;02/04;14/01/2021 00:00;3;14;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;59;-59
.1~2579;2579;D5;02;04;02/04;14/01/2021 00:00;3;14;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;22;-22
.1~2580;2580;D5;02;04;02/04;14/01/2021 00:00;3;14;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;40;-40
.1~2581;2581;D5;02;05;02/05;15/01/2021 00:00;3;15;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;28;-28
.1~2582;2582;D5;02;05;02/05;15/01/2021 00:00;3;15;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;17;-17
.1~2583;2583;D5;02;05;02/05;15/01/2021 00:00;3;15;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;43;-43
.1~2584;2584;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;700;-700
.1~2585;2585;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;350;350
.1~2586;2586;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;350;350
.1~2587;2587;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;350;-350
.1~2588;2588;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;200;200
.1~2589;2589;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;50;50
.1~2590;2590;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;100;100
.1~2591;2591;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;350;350
.1~2592;2592;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;50;50
.1~2593;2593;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;350;350
.1~2594;2594;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;750;-750
.1~2595;2595;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;310;-310
.1~2596;2596;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;80;80
.1~2597;2597;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;150;150
.1~2598;2598;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;80;80
.1~2599;2599;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;360;-360
.1~2600;2600;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;200;200
.1~2601;2601;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;80;80
.1~2602;2602;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;80;80
.1~2603;2603;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;100;100
.1~2604;2604;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;250;250
.1~2605;2605;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;80;80
.1~2606;2606;D5;02;05;02/05;15/01/2021 00:00;3;15;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;430;-430
.1~2607;2607;D5;02;06;02/06;16/01/2021 00:00;4;16;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;75;-75
.1~2608;2608;D5;02;06;02/06;16/01/2021 00:00;4;16;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;147;-147
.1~2609;2609;D5;02;06;02/06;16/01/2021 00:00;4;16;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;78;-78
.1~2610;2610;D5;02;06;02/06;16/01/2021 00:00;4;16;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;71;-71
.1~2611;2611;D5;02;06;02/06;16/01/2021 00:00;4;16;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;227;-227
.1~2612;2612;D5;02;06;02/06;16/01/2021 00:00;4;16;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;21;-21
.1~2613;2613;D5;02;07;02/07;17/01/2021 00:00;4;17;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;80;-80
.1~2614;2614;D5;02;07;02/07;17/01/2021 00:00;4;17;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;27;-27
.1~2615;2615;D5;02;07;02/07;17/01/2021 00:00;4;17;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;22;-22
.1~2616;2616;D5;02;07;02/07;17/01/2021 00:00;4;17;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;123;-123
.1~2617;2617;D5;02;07;02/07;17/01/2021 00:00;4;17;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;20;-20
.1~2618;2618;D5;02;08;02/08;18/01/2021 00:00;4;18;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;200;-200
.1~2619;2619;D5;02;08;02/08;18/01/2021 00:00;4;18;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;197;-197
.1~2620;2620;D5;02;08;02/08;18/01/2021 00:00;4;18;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;68;-68
.1~2621;2621;D5;02;08;02/08;18/01/2021 00:00;4;18;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;16;-16
.1~2622;2622;D5;02;08;02/08;18/01/2021 00:00;4;18;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;20;-20
.1~2623;2623;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;75;75
.1~2624;2624;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;372;-372
.1~2625;2625;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;147;147
.1~2626;2626;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;150;150
.1~2627;2627;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;27;27
.1~2628;2628;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;27;-27
.1~2629;2629;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;350;350
.1~2630;2630;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;71;71
.1~2631;2631;D5;02;08;02/08;18/01/2021 00:00;4;18;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;421;-421
.1~2632;2632;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;55;-55
.1~2633;2633;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;72;-72
.1~2634;2634;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;19;-19
.1~2635;2635;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;147;-147
.1~2636;2636;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;159;-159
.1~2637;2637;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;42;-42
.1~2638;2638;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;22;-22
.1~2639;2639;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;45;-45
.1~2640;2640;D5;02;09;02/09;19/01/2021 00:00;4;19;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;41;-41
.1~2641;2641;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;685;-685
.1~2642;2642;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;286;286
.1~2643;2643;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;285;285
.1~2644;2644;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;114;114
.1~2645;2645;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;13;13
.1~2646;2646;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;26;26
.1~2647;2647;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;45;-45
.1~2648;2648;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;6;6
.1~2649;2649;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;123;123
.1~2650;2650;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;17;17
.1~2651;2651;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;279;-279
.1~2652;2652;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;139;139
.1~2653;2653;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;60;-60
.1~2654;2654;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;16;16
.1~2655;2655;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;15;15
.1~2656;2656;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;29;29
.1~2657;2657;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;2;-2
.1~2658;2658;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;1;1
.1~2659;2659;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;1;1
.1~2660;2660;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;31;31
.1~2661;2661;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;77;77
.1~2662;2662;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;138;-138
.1~2663;2663;D5;02;09;02/09;19/01/2021 00:00;4;19;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;30;30
.1~2664;2664;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;144;-144
.1~2665;2665;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;132;-132
.1~2666;2666;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;69;-69
.1~2667;2667;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;62;-62
.1~2668;2668;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;81;-81
.1~2669;2669;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;65;-65
.1~2670;2670;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;28;-28
.1~2671;2671;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;56;-56
.1~2672;2672;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;30;-30
.1~2673;2673;D5;02;10;02/10;20/01/2021 00:00;4;20;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;32;-32
.1~2674;2674;D5;03;01;03/01;21/01/2021 00:00;5;21;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;109;-109
.1~2675;2675;D5;03;01;03/01;21/01/2021 00:00;5;21;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;19;-19
.1~2676;2676;D5;03;01;03/01;21/01/2021 00:00;5;21;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;28;-28
.1~2677;2677;D5;03;01;03/01;21/01/2021 00:00;5;21;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;144;-144
.1~2678;2678;D5;03;01;03/01;21/01/2021 00:00;5;21;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;59;-59
.1~2679;2679;D5;03;01;03/01;21/01/2021 00:00;5;21;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;60;-60
.1~2680;2680;D5;03;01;03/01;21/01/2021 00:00;5;21;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;37;-37
.1~2681;2681;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;140;-140
.1~2682;2682;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;71;-71
.1~2683;2683;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;91;-91
.1~2684;2684;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;31;-31
.1~2685;2685;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;31;-31
.1~2686;2686;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;61;-61
.1~2687;2687;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;67;-67
.1~2688;2688;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;15;-15
.1~2689;2689;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;26;-26
.1~2690;2690;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;21;-21
.1~2691;2691;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;66;-66
.1~2692;2692;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;56;-56
.1~2693;2693;D5;03;02;03/02;22/01/2021 00:00;5;22;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;86;-86
.1~2694;2694;D5;03;03;03/03;23/01/2021 00:00;5;23;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;DD-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;56;-56
