ID;ROW_NUMBER;SALES_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;SALES_ORDER_NUMBER;LINE_ITEM;STORAGE_LOCATION;REGION;AREA;CITY;COUNTRY;POSTAL_CODE;CUSTOMER_NUMBER;DISTRIBUTION_CHANNEL;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;MATERIAL_CODE;MATERIAL_SIZE;MATERIAL_LABEL;QUANTITY;QUANTITY_DELIVERED;UNIT;NET_PRICE;NET_VALUE;COST;CURRENCY;CONTRIBUTION_MARGIN;CONTRIBUTION_MARGIN_PCT
.1~2;2;A5;01;04;01/04;04/01/2021 00:00;1;4;10881;6;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;AA-T05;Butter;Trading Goods;T05;;Butter;23;23;ST;70;1610;1383,91;EUR;226,09;0,14
.1~6222;6222;H5;08;10;08/10;21/03/2021 00:00;16;80;13353;2;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;4;4;ST;63,6;254,4;242,16;EUR;12,24;0,05
.1~6219;6219;H5;08;10;08/10;21/03/2021 00:00;16;80;13358;1;03N;Berlin;North;BERLIN;Germany;13129;80294;16;HH-T05;Butter;Trading Goods;T05;;Butter;30;30;ST;63,6;1908;1816,2;EUR;91,8;0,05
.1~6218;6218;H5;08;10;08/10;21/03/2021 00:00;16;80;13347;1;03N;Bremen;North;BREMEN;Germany;28197;80296;16;HH-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;63,6;1971,6;1876,74;EUR;94,86;0,05
.1~6216;6216;H5;08;09;08/09;20/03/2021 00:00;16;79;13328;3;03W;Nrth Rhine Westfalia;West;ESSEN;Germany;45128;80304;16;HH-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;65,3;2024,3;1876,74;EUR;147,56;0,07
.1~6209;6209;H5;08;09;08/09;20/03/2021 00:00;16;79;13316;2;03N;Berlin;North;BERLIN;Germany;13129;80294;16;HH-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;65,3;2350,8;2179,44;EUR;171,36;0,07
.1~6208;6208;H5;08;09;08/09;20/03/2021 00:00;16;79;13322;1;03N;Bremen;North;BREMEN;Germany;28197;80296;16;HH-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;65,3;2350,8;2179,44;EUR;171,36;0,07
.1~6185;6185;H5;08;06;08/06;17/03/2021 00:00;16;76;13200;1;03N;Berlin;North;BERLIN;Germany;13129;80294;16;HH-T05;Butter;Trading Goods;T05;;Butter;30;30;ST;65,8;1974;1816,2;EUR;157,8;0,08
.1~6184;6184;H5;08;05;08/05;16/03/2021 00:00;15;75;13177;1;03W;Nrth Rhine Westfalia;West;DÜSSELDORF;Germany;40234;80303;16;HH-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;65,8;2368,8;2179,44;EUR;189,36;0,08
.1~6181;6181;H5;08;05;08/05;16/03/2021 00:00;15;75;13165;1;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;30;30;ST;65,8;1974;1816,2;EUR;157,8;0,08
.1~6170;6170;H5;08;04;08/04;15/03/2021 00:00;15;74;13142;1;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;35;35;ST;65,8;2303;2118,9;EUR;184,1;0,08
.1~6169;6169;H5;08;04;08/04;15/03/2021 00:00;15;74;13142;3;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;37;37;ST;65,8;2434,6;2239,98;EUR;194,62;0,08
.1~6166;6166;H5;08;03;08/03;14/03/2021 00:00;15;73;13121;2;03W;Nrth Rhine Westfalia;West;KÖLN;Germany;50668;80302;16;HH-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;65,8;2368,8;2179,44;EUR;189,36;0,08
.1~6162;6162;H5;08;03;08/03;14/03/2021 00:00;15;73;13116;2;03N;Bremen;North;BREMEN;Germany;28197;80296;16;HH-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;65,8;2039,8;1876,74;EUR;163,06;0,08
.1~6155;6155;H5;08;02;08/02;13/03/2021 00:00;15;72;13086;1;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;66,4;2191,2;1991,22;EUR;199,98;0,09
.1~6142;6142;H5;07;10;07/10;11/03/2021 00:00;14;70;13024;2;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;8;8;ST;66,4;531,2;482,72;EUR;48,48;0,09
.1~6141;6141;H5;07;10;07/10;11/03/2021 00:00;14;70;13014;1;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;23;23;ST;66,4;1527,2;1387,82;EUR;139,38;0,09
.1~6132;6132;H5;07;09;07/09;10/03/2021 00:00;14;69;12984;1;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;13;13;ST;66,4;863,2;784,42;EUR;78,78;0,09
.1~6123;6123;H5;07;08;07/08;09/03/2021 00:00;14;68;12951;1;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;67,3;2086,3;1870,54;EUR;215,76;0,1
.1~6115;6115;H5;07;07;07/07;08/03/2021 00:00;14;67;12901;1;03W;Nrth Rhine Westfalia;West;KÖLN;Germany;50668;80302;16;HH-T05;Butter;Trading Goods;T05;;Butter;15;15;ST;67,3;1009,5;905,1;EUR;104,4;0,1
.1~6113;6113;H5;07;07;07/07;08/03/2021 00:00;14;67;12907;4;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;25;25;ST;67,3;1682,5;1508,5;EUR;174;0,1
.1~6102;6102;H5;07;06;07/06;07/03/2021 00:00;14;66;12875;3;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;67,3;2220,9;1991,22;EUR;229,68;0,1
.1~6097;6097;H5;07;06;07/06;07/03/2021 00:00;14;66;12863;1;03N;Bremen;North;BREMEN;Germany;28197;80296;16;HH-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;67,3;2422,8;2172,24;EUR;250,56;0,1
.1~6091;6091;H5;07;05;07/05;06/03/2021 00:00;13;65;12831;1;03W;Nrth Rhine Westfalia;West;DÜSSELDORF;Germany;40234;80303;16;HH-T05;Butter;Trading Goods;T05;;Butter;28;28;ST;67,1;1878,8;1689,52;EUR;189,28;0,1
.1~6088;6088;H5;07;05;07/05;06/03/2021 00:00;13;65;12837;1;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;32;32;ST;67,1;2147,2;1930,88;EUR;216,32;0,1
.1~6084;6084;H5;07;05;07/05;06/03/2021 00:00;13;65;12823;1;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;67,1;2214,3;1991,22;EUR;223,08;0,1
.1~6083;6083;H5;07;05;07/05;06/03/2021 00:00;13;65;12823;7;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;67,1;1945,9;1749,86;EUR;196,04;0,1
.1~6082;6082;H5;07;05;07/05;06/03/2021 00:00;13;65;12823;2;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;67,1;2214,3;1991,22;EUR;223,08;0,1
.1~6074;6074;H5;07;04;07/04;05/03/2021 00:00;13;64;12800;2;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;67,1;1945,9;1749,86;EUR;196,04;0,1
.1~6073;6073;H5;07;04;07/04;05/03/2021 00:00;13;64;12800;4;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;67,1;2214,3;1991,22;EUR;223,08;0,1
.1~6048;6048;H5;06;09;06/09;28/02/2021 00:00;12;59;12637;2;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;20;20;ST;67,1;1342;1208,6;EUR;133,4;0,1
.1~6046;6046;H5;06;09;06/09;28/02/2021 00:00;12;59;12625;2;03N;Berlin;North;BERLIN;Germany;13129;80294;16;HH-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;67,1;1945,9;1752,47;EUR;193,43;0,1
.1~6044;6044;H5;06;08;06/08;27/02/2021 00:00;12;58;12602;1;03S;Baden-Wurttemberg;South;STUTTGART;Germany;70178;80298;16;HH-T05;Butter;Trading Goods;T05;;Butter;26;26;ST;67,1;1744,6;1571,18;EUR;173,42;0,1
.1~6043;6043;H5;06;08;06/08;27/02/2021 00:00;12;58;12608;2;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;13;13;ST;67,1;872,3;785,59;EUR;86,71;0,1
.1~6042;6042;H5;06;08;06/08;27/02/2021 00:00;12;58;12608;1;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;32;32;ST;67,1;2147,2;1933,76;EUR;213,44;0,1
.1~6039;6039;H5;06;08;06/08;27/02/2021 00:00;12;58;12596;1;03N;Berlin;North;BERLIN;Germany;13129;80294;16;HH-T05;Butter;Trading Goods;T05;;Butter;22;22;ST;67,1;1476,2;1329,46;EUR;146,74;0,1
.1~6038;6038;H5;06;07;06/07;26/02/2021 00:00;12;57;12575;1;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;25;25;ST;67,3;1682,5;1510,75;EUR;171,75;0,1
.1~6018;6018;H5;06;05;06/05;24/02/2021 00:00;11;55;12506;1;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;4;4;ST;67,1;268,4;241,72;EUR;26,68;0,1
.1~6015;6015;H5;06;05;06/05;24/02/2021 00:00;11;55;12485;1;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;26;26;ST;67,1;1744,6;1571,18;EUR;173,42;0,1
.1~6014;6014;H5;06;05;06/05;24/02/2021 00:00;11;55;12490;1;03N;Berlin;North;BERLIN;Germany;13129;80294;16;HH-T05;Butter;Trading Goods;T05;;Butter;24;24;ST;67,1;1610,4;1450,32;EUR;160,08;0,1
.1~6009;6009;H5;06;04;06/04;23/02/2021 00:00;11;54;12447;2;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;67,2;2217,6;1994,19;EUR;223,41;0,1
.1~6002;6002;H5;06;03;06/03;22/02/2021 00:00;11;53;12423;2;03N;Bremen;North;BREMEN;Germany;28197;80296;16;HH-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;67,2;2083,2;1873,33;EUR;209,87;0,1
.1~5995;5995;H5;06;02;06/02;21/02/2021 00:00;11;52;12391;3;03W;Nrth Rhine Westfalia;West;ESSEN;Germany;45128;80304;16;HH-T05;Butter;Trading Goods;T05;;Butter;25;25;ST;67,2;1680;1510,75;EUR;169,25;0,1
.1~5992;5992;H5;06;02;06/02;21/02/2021 00:00;11;52;12398;1;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;67,2;1948,8;1752,47;EUR;196,33;0,1
.1~5991;5991;H5;06;02;06/02;21/02/2021 00:00;11;52;12403;1;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;30;30;ST;67,2;2016;1812,9;EUR;203,1;0,1
.1~5986;5986;H5;06;01;06/01;20/02/2021 00:00;11;51;12362;1;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;30;30;ST;67,2;2016;1812,6;EUR;203,4;0,1
.1~5985;5985;H5;06;01;06/01;20/02/2021 00:00;11;51;12362;3;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;24;24;ST;67,2;1612,8;1450,08;EUR;162,72;0,1
.1~5981;5981;H5;05;10;05/10;19/02/2021 00:00;10;50;12322;9;03W;Saarland;West;SAARBRÜCKEN;Germany;66111;80305;16;HH-T05;Butter;Trading Goods;T05;;Butter;32;32;ST;67,2;2150,4;1933,44;EUR;216,96;0,1
.1~5975;5975;H5;05;10;05/10;19/02/2021 00:00;10;50;12336;1;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;22;22;ST;67,2;1478,4;1329,24;EUR;149,16;0,1
.1~5971;5971;H5;05;09;05/09;18/02/2021 00:00;10;49;12291;2;03N;Bremen;North;BREMEN;Germany;28197;80296;16;HH-T05;Butter;Trading Goods;T05;;Butter;34;34;ST;67,2;2284,8;2054,28;EUR;230,52;0,1
.1~5954;5954;H5;05;07;05/07;16/02/2021 00:00;10;47;12221;1;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;30;30;ST;67,4;2022;1812,6;EUR;209,4;0,1
.1~5950;5950;H5;05;06;05/06;15/02/2021 00:00;10;46;12194;2;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;25;25;ST;67,5;1687,5;1510,5;EUR;177;0,1
.1~5943;5943;H5;05;05;05/05;14/02/2021 00:00;9;45;12157;1;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;21;21;ST;67,5;1417,5;1268,82;EUR;148,68;0,1
.1~5940;5940;H5;05;05;05/05;14/02/2021 00:00;9;45;12144;2;03N;Berlin;North;BERLIN;Germany;13129;80294;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;67,5;2227,5;1993,86;EUR;233,64;0,1
.1~5933;5933;H5;05;04;05/04;13/02/2021 00:00;9;44;12111;1;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;67,5;1957,5;1752,18;EUR;205,32;0,1
.1~5921;5921;H5;05;02;05/02;11/02/2021 00:00;9;42;12042;2;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;22;22;ST;67,8;1491,6;1329,24;EUR;162,36;0,11
.1~5917;5917;H5;05;01;05/01;10/02/2021 00:00;9;41;11999;1;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;67,8;1966,2;1752,18;EUR;214,02;0,11
.1~5916;5916;H5;05;01;05/01;10/02/2021 00:00;9;41;12012;1;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;67,8;2440,8;2175,12;EUR;265,68;0,11
.1~5906;5906;H5;04;07;04/07;06/02/2021 00:00;8;37;11871;1;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;25;25;ST;70;1750;1510,5;EUR;239,5;0,14
.1~5898;5898;H5;04;04;04/04;03/02/2021 00:00;7;34;11762;1;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;30;30;ST;71;2130;1812,6;EUR;317,4;0,15
.1~5886;5886;H5;03;10;03/10;30/01/2021 00:00;6;30;11653;2;03N;Berlin;North;BERLIN;Germany;13129;80294;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;71,46;2358,18;1991,22;EUR;366,96;0,16
.1~5885;5885;H5;03;10;03/10;30/01/2021 00:00;6;30;11647;1;03N;Bremen;North;BREMEN;Germany;28197;80296;16;HH-T05;Butter;Trading Goods;T05;;Butter;21;21;ST;71,46;1500,66;1267,14;EUR;233,52;0,16
.1~5879;5879;H5;03;08;03/08;28/01/2021 00:00;6;28;11601;1;03S;Baden-Wurttemberg;South;STUTTGART;Germany;70178;80298;16;HH-T05;Butter;Trading Goods;T05;;Butter;21;21;ST;71,46;1500,66;1267,14;EUR;233,52;0,16
.1~5874;5874;H5;03;07;03/07;27/01/2021 00:00;6;27;11564;1;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;71,16;2205,96;1870,54;EUR;335,42;0,15
.1~5873;5873;H5;03;07;03/07;27/01/2021 00:00;6;27;11571;2;03S;Baden-Wurttemberg;South;STUTTGART;Germany;70178;80298;16;HH-T05;Butter;Trading Goods;T05;;Butter;22;22;ST;71,16;1565,52;1327,48;EUR;238,04;0,15
.1~5870;5870;H5;03;07;03/07;27/01/2021 00:00;6;27;11552;3;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;32;32;ST;71,16;2277,12;1930,88;EUR;346,24;0,15
.1~5862;5862;H5;03;05;03/05;25/01/2021 00:00;5;25;11495;1;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;26;26;ST;71,36;1855,36;1568,84;EUR;286,52;0,15
.1~5857;5857;H5;03;03;03/03;23/01/2021 00:00;5;23;11426;2;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;24;24;ST;71,36;1712,64;1448,16;EUR;264,48;0,15
.1~5854;5854;H5;03;02;03/02;22/01/2021 00:00;5;22;11401;1;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;34;34;ST;71,36;2426,24;2051,56;EUR;374,68;0,15
.1~5851;5851;H5;03;01;03/01;21/01/2021 00:00;5;21;11365;2;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;71,36;2354,88;1985,94;EUR;368,94;0,16
.1~5846;5846;H5;02;10;02/10;20/01/2021 00:00;4;20;11346;2;03W;Saarland;West;SAARBRÜCKEN;Germany;66111;80305;16;HH-T05;Butter;Trading Goods;T05;;Butter;30;30;ST;71,36;2140,8;1805,4;EUR;335,4;0,16
.1~5844;5844;H5;02;10;02/10;20/01/2021 00:00;4;20;11351;1;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;19;19;ST;71,36;1355,84;1143,42;EUR;212,42;0,16
.1~5816;5816;H5;02;04;02/04;14/01/2021 00:00;3;14;11146;2;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;26;26;ST;71,76;1865,76;1564,68;EUR;301,08;0,16
.1~5812;5812;H5;02;03;02/03;13/01/2021 00:00;3;13;11108;2;03S;Bavaria;South;MÜNCHEN;Germany;80997;80299;16;HH-T05;Butter;Trading Goods;T05;;Butter;22;22;ST;71,76;1578,72;1323,74;EUR;254,98;0,16
.1~5803;5803;H5;02;02;02/02;12/01/2021 00:00;3;12;11087;2;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;HH-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;71,86;2083,94;1744,93;EUR;339,01;0,16
.1~5800;5800;H5;02;01;02/01;11/01/2021 00:00;3;11;11044;1;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;11;11;ST;71,86;790,46;661,87;EUR;128,59;0,16
.1~5798;5798;H5;01;10;01/10;10/01/2021 00:00;2;10;11024;3;03W;Saarland;West;SAARBRÜCKEN;Germany;66111;80305;16;HH-T05;Butter;Trading Goods;T05;;Butter;23;23;ST;71,86;1652,78;1383,91;EUR;268,87;0,16
.1~5795;5795;H5;01;10;01/10;10/01/2021 00:00;2;10;11030;1;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;25;25;ST;71,86;1796,5;1504,25;EUR;292,25;0,16
.1~5792;5792;H5;01;10;01/10;10/01/2021 00:00;2;10;11011;1;03N;Bremen;North;BREMEN;Germany;28197;80296;16;HH-T05;Butter;Trading Goods;T05;;Butter;21;21;ST;71,86;1509,06;1263,57;EUR;245,49;0,16
.1~5784;5784;H5;01;08;01/08;08/01/2021 00:00;2;8;10958;2;03N;Hamburg;North;HAMBURG;Germany;22769;80295;16;HH-T05;Butter;Trading Goods;T05;;Butter;24;24;ST;71,86;1724,64;1444,08;EUR;280,56;0,16
.1~5774;5774;H5;01;06;01/06;06/01/2021 00:00;2;6;10916;1;03S;Bavaria;South;NÜRNBERG;Germany;90455;80300;16;HH-T05;Butter;Trading Goods;T05;;Butter;22;22;ST;71,86;1580,92;1323,74;EUR;257,18;0,16
.1~5767;5767;H5;01;04;01/04;04/01/2021 00:00;1;4;10883;2;03W;Nrth Rhine Westfalia;West;ESSEN;Germany;45128;80304;16;HH-T05;Butter;Trading Goods;T05;;Butter;21;21;ST;71,86;1509,06;1263,57;EUR;245,49;0,16
.1~5763;5763;H5;01;04;01/04;04/01/2021 00:00;1;4;10875;2;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;HH-T05;Butter;Trading Goods;T05;;Butter;20;20;ST;71,86;1437,2;1203,4;EUR;233,8;0,16
.1~5758;5758;G5;08;10;08/10;21/03/2021 00:00;16;80;13351;1;03W;Saarland;West;SAARBRÜCKEN;Germany;66111;80305;16;GG-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;61;1891;1795,83;EUR;95,17;0,05
.1~5757;5757;G5;08;10;08/10;21/03/2021 00:00;16;80;13351;3;03W;Saarland;West;SAARBRÜCKEN;Germany;66111;80305;16;GG-T05;Butter;Trading Goods;T05;;Butter;32;32;ST;61;1952;1853,76;EUR;98,24;0,05
.1~5756;5756;G5;08;10;08/10;21/03/2021 00:00;16;80;13351;9;03W;Saarland;West;SAARBRÜCKEN;Germany;66111;80305;16;GG-T05;Butter;Trading Goods;T05;;Butter;32;32;ST;61;1952;1853,76;EUR;98,24;0,05
.1~5718;5718;G5;08;08;08/08;19/03/2021 00:00;16;78;13302;4;03N;Bremen;North;BREMEN;Germany;28197;80296;16;GG-T05;Butter;Trading Goods;T05;;Butter;7;7;ST;61;427;405,51;EUR;21,49;0,05
.1~5717;5717;G5;08;08;08/08;19/03/2021 00:00;16;78;13302;2;03N;Bremen;North;BREMEN;Germany;28197;80296;16;GG-T05;Butter;Trading Goods;T05;;Butter;32;32;ST;61;1952;1853,76;EUR;98,24;0,05
.1~5711;5711;G5;08;07;08/07;18/03/2021 00:00;16;77;13238;3;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;GG-T05;Butter;Trading Goods;T05;;Butter;28;28;ST;61;1708;1622,04;EUR;85,96;0,05
.1~5710;5710;G5;08;07;08/07;18/03/2021 00:00;16;77;13238;2;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;GG-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;61;2196;2085,48;EUR;110,52;0,05
.1~5705;5705;G5;08;07;08/07;18/03/2021 00:00;16;77;13252;4;03N;Berlin;North;BERLIN;Germany;13129;80294;16;GG-T05;Butter;Trading Goods;T05;;Butter;26;26;ST;61;1586;1506,18;EUR;79,82;0,05
.1~5704;5704;G5;08;07;08/07;18/03/2021 00:00;16;77;13252;7;03N;Berlin;North;BERLIN;Germany;13129;80294;16;GG-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;61;1769;1679,97;EUR;89,03;0,05
.1~5696;5696;G5;08;06;08/06;17/03/2021 00:00;16;76;13230;4;03W;Nrth Rhine Westfalia;West;KÖLN;Germany;50668;80302;16;GG-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;60;1980;1911,69;EUR;68,31;0,03
.1~5684;5684;G5;08;06;08/06;17/03/2021 00:00;16;76;13219;1;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;GG-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;60;2160;2085,48;EUR;74,52;0,03
.1~5683;5683;G5;08;06;08/06;17/03/2021 00:00;16;76;13211;2;03S;Baden-Wurttemberg;South;STUTTGART;Germany;70178;80298;16;GG-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;60;1740;1679,97;EUR;60,03;0,03
.1~5682;5682;G5;08;06;08/06;17/03/2021 00:00;16;76;13211;4;03S;Baden-Wurttemberg;South;STUTTGART;Germany;70178;80298;16;GG-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;60;1860;1795,83;EUR;64,17;0,03
.1~5681;5681;G5;08;06;08/06;17/03/2021 00:00;16;76;13211;7;03S;Baden-Wurttemberg;South;STUTTGART;Germany;70178;80298;16;GG-T05;Butter;Trading Goods;T05;;Butter;37;37;ST;60;2220;2143,41;EUR;76,59;0,03
.1~5680;5680;G5;08;06;08/06;17/03/2021 00:00;16;76;13219;7;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;GG-T05;Butter;Trading Goods;T05;;Butter;31;31;ST;60;1860;1795,83;EUR;64,17;0,03
.1~5679;5679;G5;08;06;08/06;17/03/2021 00:00;16;76;13219;5;03S;Hessen;South;FRANKFURT/MAIN;Germany;60314;80301;16;GG-T05;Butter;Trading Goods;T05;;Butter;36;36;ST;60;2160;2085,48;EUR;74,52;0,03
.1~5668;5668;G5;08;06;08/06;17/03/2021 00:00;16;76;13202;2;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;GG-T05;Butter;Trading Goods;T05;;Butter;38;38;ST;60;2280;2201,34;EUR;78,66;0,03
.1~5667;5667;G5;08;06;08/06;17/03/2021 00:00;16;76;13202;4;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;GG-T05;Butter;Trading Goods;T05;;Butter;39;39;ST;60;2340;2259,27;EUR;80,73;0,03
.1~5666;5666;G5;08;06;08/06;17/03/2021 00:00;16;76;13202;6;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;GG-T05;Butter;Trading Goods;T05;;Butter;33;33;ST;60;1980;1911,69;EUR;68,31;0,03
.1~5665;5665;G5;08;06;08/06;17/03/2021 00:00;16;76;13202;1;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;GG-T05;Butter;Trading Goods;T05;;Butter;29;29;ST;60;1740;1679,97;EUR;60,03;0,03
.1~5664;5664;G5;08;06;08/06;17/03/2021 00:00;16;76;13202;2;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;GG-T05;Butter;Trading Goods;T05;;Butter;35;35;ST;60;2100;2027,55;EUR;72,45;0,03
.1~5663;5663;G5;08;06;08/06;17/03/2021 00:00;16;76;13202;1;03N;Saxony;North;DRESDEN;Germany;01157;80297;16;GG-T05;Butter;Trading Goods;T05;;Butter;32;32;ST;60;1920;1853,76;EUR;66,24;0,03
.1~5650;5650;G5;08;05;08/05;16/03/2021 00:00;15;75;13182;3;03W;Nrth Rhine Westfalia;West;KÖLN;Germany;50668;80302;16;GG-T05;Butter;Trading Goods;T05;;Butter;24;24;ST;64;1536;1390,32;EUR;145,68;0,09
