ID;ROW_NUMBER;PLANT;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;STORAGE_LOCATION;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;MATERIAL_CODE;MATERIAL_SIZE;MATERIAL_LABEL;INVENTORY_OPENING_BALANCE;UNIT
.1~18;18;A5;01;01;01/01;01/01/2021 00:00;1;1;03S;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~41;41;A5;01;02;01/02;02/01/2021 00:00;1;2;03S;AA-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~116;116;A5;01;05;01/05;05/01/2021 00:00;1;5;03W;AA-T02;Cream;Trading Goods;T02;;Cream;200;ST
.1~1950;1950;B5;01;01;01/01;01/01/2021 00:00;1;1;03;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~1973;1973;B5;01;02;01/02;02/01/2021 00:00;1;2;03;BB-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~2002;2002;B5;01;03;01/03;03/01/2021 00:00;1;3;03N;BB-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~2041;2041;B5;01;05;01/05;05/01/2021 00:00;1;5;03;BB-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~2070;2070;B5;01;06;01/06;06/01/2021 00:00;2;6;03;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~2073;2073;B5;01;06;01/06;06/01/2021 00:00;2;6;03N;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;459;ST
.1~2076;2076;B5;01;06;01/06;06/01/2021 00:00;2;6;03N;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;215;ST
.1~2093;2093;B5;01;07;01/07;07/01/2021 00:00;2;7;03;BB-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~3912;3912;C5;01;01;01/01;01/01/2021 00:00;1;1;03W;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~3935;3935;C5;01;02;01/02;02/01/2021 00:00;1;2;03W;CC-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~4032;4032;C5;01;06;01/06;06/01/2021 00:00;2;6;03W;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~5962;5962;D5;01;06;01/06;06/01/2021 00:00;2;6;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;150;ST
.1~5989;5989;D5;01;07;01/07;07/01/2021 00:00;2;7;03S;DD-T01;Milk;Trading Goods;T01;;Milk;243;ST
.1~7796;7796;E5;01;01;01/01;01/01/2021 00:00;1;1;03W;EE-T02;Cream;Trading Goods;T02;;Cream;0;ST
.1~9828;9828;F5;01;05;01/05;05/01/2021 00:00;1;5;03N;FF-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~1879;1879;A5;08;09;08/09;20/03/2021 00:00;16;79;03N;AA-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~1479;1479;A5;07;02;07/02;03/03/2021 00:00;13;62;03S;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~1540;1540;A5;07;05;07/05;06/03/2021 00:00;13;65;03;AA-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~1620;1620;A5;07;08;07/08;09/03/2021 00:00;14;68;03N;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;118;ST
.1~1321;1321;A5;06;06;06/06;25/02/2021 00:00;12;56;03;AA-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~1363;1363;A5;06;07;06/07;26/02/2021 00:00;12;57;03W;AA-T01;Milk;Trading Goods;T01;;Milk;59;ST
.1~1420;1420;A5;06;10;06/10;01/03/2021 00:00;12;60;03;AA-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~1439;1439;A5;06;10;06/10;01/03/2021 00:00;12;60;03W;AA-T05;Butter;Trading Goods;T05;;Butter;206;ST
.1~1166;1166;A5;05;09;05/09;18/02/2021 00:00;10;49;03S;AA-T02;Cream;Trading Goods;T02;;Cream;105;ST
.1~1173;1173;A5;05;09;05/09;18/02/2021 00:00;10;49;03W;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;145;ST
.1~1189;1189;A5;05;10;05/10;19/02/2021 00:00;10;50;03S;AA-T01;Milk;Trading Goods;T01;;Milk;174;ST
.1~1201;1201;A5;06;01;06/01;20/02/2021 00:00;11;51;03;AA-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~843;843;A5;04;06;04/06;05/02/2021 00:00;8;36;03;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;3;ST
.1~885;885;A5;04;07;04/07;06/02/2021 00:00;8;37;03W;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;118;ST
.1~892;892;A5;04;08;04/08;07/02/2021 00:00;8;38;03;AA-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~772;772;A5;04;03;04/03;02/02/2021 00:00;7;33;03;AA-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~502;502;A5;03;01;03/01;21/01/2021 00:00;5;21;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~594;594;A5;03;05;03/05;25/01/2021 00:00;5;25;03S;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;238;ST
.1~620;620;A5;03;06;03/06;26/01/2021 00:00;6;26;03W;AA-T02;Cream;Trading Goods;T02;;Cream;201;ST
.1~3877;3877;B5;09;01;09/01;22/03/2021 00:00;17;81;03S;BB-T01;Milk;Trading Goods;T01;;Milk;422;ST
.1~3594;3594;B5;07;09;07/09;10/03/2021 00:00;14;69;03S;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;45;ST
.1~3611;3611;B5;07;10;07/10;11/03/2021 00:00;14;70;03N;BB-T05;Butter;Trading Goods;T05;;Butter;314;ST
.1~3411;3411;B5;07;02;07/02;03/03/2021 00:00;13;62;03;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~3531;3531;B5;07;07;07/07;08/03/2021 00:00;14;67;03;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~3402;3402;B5;07;01;07/01;02/03/2021 00:00;13;61;03S;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;85;ST
.1~3083;3083;B5;05;08;05/08;17/02/2021 00:00;10;48;03N;BB-T05;Butter;Trading Goods;T05;;Butter;282;ST
.1~3086;3086;B5;05;08;05/08;17/02/2021 00:00;10;48;03S;BB-T02;Cream;Trading Goods;T02;;Cream;22;ST
.1~3100;3100;B5;05;09;05/09;18/02/2021 00:00;10;49;03;BB-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~2963;2963;B5;05;03;05/03;12/02/2021 00:00;9;43;03N;BB-T05;Butter;Trading Goods;T05;;Butter;62;ST
.1~2973;2973;B5;05;03;05/03;12/02/2021 00:00;9;43;03W;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;66;ST
.1~2976;2976;B5;05;03;05/03;12/02/2021 00:00;9;43;03W;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;82;ST
.1~2980;2980;B5;05;04;05/04;13/02/2021 00:00;9;44;03;BB-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~2984;2984;B5;05;04;05/04;13/02/2021 00:00;9;44;03N;BB-T02;Cream;Trading Goods;T02;;Cream;76;ST
.1~2999;2999;B5;05;04;05/04;13/02/2021 00:00;9;44;03W;BB-T05;Butter;Trading Goods;T05;;Butter;106;ST
.1~3042;3042;B5;05;06;05/06;15/02/2021 00:00;10;46;03S;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;64;ST
.1~3051;3051;B5;05;07;05/07;16/02/2021 00:00;10;47;03;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;851;ST
.1~2798;2798;B5;04;06;04/06;05/02/2021 00:00;8;36;03S;BB-T02;Cream;Trading Goods;T02;;Cream;43;ST
.1~2808;2808;B5;04;06;04/06;05/02/2021 00:00;8;36;03W;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;191;ST
.1~2672;2672;B5;04;01;04/01;31/01/2021 00:00;7;31;03N;BB-T02;Cream;Trading Goods;T02;;Cream;113;ST
.1~2674;2674;B5;04;01;04/01;31/01/2021 00:00;7;31;03N;BB-T04;Cheese;Trading Goods;T04;;Cheese;176;ST
.1~2369;2369;B5;02;08;02/08;18/01/2021 00:00;4;18;03S;BB-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~2412;2412;B5;02;10;02/10;20/01/2021 00:00;4;20;03N;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;61;ST
.1~2135;2135;B5;01;08;01/08;08/01/2021 00:00;2;8;03W;BB-T05;Butter;Trading Goods;T05;;Butter;275;ST
.1~5739;5739;C5;08;08;08/08;19/03/2021 00:00;16;78;03;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~5529;5529;C5;07;09;07/09;10/03/2021 00:00;14;69;03N;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;92;ST
.1~5607;5607;C5;08;02;08/02;13/03/2021 00:00;15;72;03S;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;65;ST
.1~5619;5619;C5;08;03;08/03;14/03/2021 00:00;15;73;03;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~5651;5651;C5;08;04;08/04;15/03/2021 00:00;15;74;03N;CC-T05;Butter;Trading Goods;T05;;Butter;231;ST
.1~5666;5666;C5;08;05;08/05;16/03/2021 00:00;15;75;03;CC-T02;Cream;Trading Goods;T02;;Cream;150;ST
.1~5363;5363;C5;07;02;07/02;03/03/2021 00:00;13;62;03N;CC-T05;Butter;Trading Goods;T05;;Butter;100;ST
.1~5373;5373;C5;07;02;07/02;03/03/2021 00:00;13;62;03W;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~5483;5483;C5;07;07;07/07;08/03/2021 00:00;14;67;03N;CC-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~5493;5493;C5;07;07;07/07;08/03/2021 00:00;14;67;03W;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~5192;5192;C5;06;05;06/05;24/02/2021 00:00;11;55;03N;CC-T02;Cream;Trading Goods;T02;;Cream;100;ST
.1~5194;5194;C5;06;05;06/05;24/02/2021 00:00;11;55;03N;CC-T04;Cheese;Trading Goods;T04;;Cheese;75;ST
.1~5291;5291;C5;06;09;06/09;28/02/2021 00:00;12;59;03N;CC-T05;Butter;Trading Goods;T05;;Butter;14;ST
.1~5334;5334;C5;07;01;07/01;02/03/2021 00:00;13;61;03;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;389;ST
.1~5340;5340;C5;07;01;07/01;02/03/2021 00:00;13;61;03N;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;120;ST
.1~5139;5139;C5;06;03;06/03;22/02/2021 00:00;11;53;03;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;27;ST
.1~4736;4736;C5;04;06;04/06;05/02/2021 00:00;8;36;03N;CC-T02;Cream;Trading Goods;T02;;Cream;130;ST
.1~4777;4777;C5;04;08;04/08;07/02/2021 00:00;8;38;03;CC-T01;Milk;Trading Goods;T01;;Milk;5;ST
.1~4652;4652;C5;04;02;04/02;01/02/2021 00:00;7;32;03W;CC-T02;Cream;Trading Goods;T02;;Cream;54;ST
.1~4434;4434;C5;03;03;03/03;23/01/2021 00:00;5;23;03S;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;200;ST
.1~4446;4446;C5;03;04;03/04;24/01/2021 00:00;5;24;03;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;35;ST
.1~4263;4263;C5;02;06;02/06;16/01/2021 00:00;4;16;03S;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;1;ST
.1~4278;4278;C5;02;07;02/07;17/01/2021 00:00;4;17;03;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~4190;4190;C5;02;03;02/03;13/01/2021 00:00;3;13;03S;CC-T02;Cream;Trading Goods;T02;;Cream;171;ST
.1~4208;4208;C5;02;04;02/04;14/01/2021 00:00;3;14;03N;CC-T02;Cream;Trading Goods;T02;;Cream;149;ST
.1~7749;7749;D5;08;10;08/10;21/03/2021 00:00;16;80;03W;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;63;ST
.1~7453;7453;D5;07;08;07/08;09/03/2021 00:00;14;68;03S;DD-T01;Milk;Trading Goods;T01;;Milk;111;ST
.1~7574;7574;D5;08;03;08/03;14/03/2021 00:00;15;73;03S;DD-T02;Cream;Trading Goods;T02;;Cream;208;ST
.1~7581;7581;D5;08;03;08/03;14/03/2021 00:00;15;73;03W;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;104;ST
.1~7351;7351;D5;07;04;07/04;05/03/2021 00:00;13;64;03N;DD-T01;Milk;Trading Goods;T01;;Milk;453;ST
.1~7424;7424;D5;07;07;07/07;08/03/2021 00:00;14;67;03N;DD-T02;Cream;Trading Goods;T02;;Cream;71;ST
.1~7224;7224;D5;06;08;06/08;27/02/2021 00:00;12;58;03W;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;99;ST
.1~7047;7047;D5;06;01;06/01;20/02/2021 00:00;11;51;03S;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;13;ST
.1~7059;7059;D5;06;02;06/02;21/02/2021 00:00;11;52;03;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~7096;7096;D5;06;03;06/03;22/02/2021 00:00;11;53;03S;DD-T04;Cheese;Trading Goods;T04;;Cheese;186;ST
.1~6806;6806;D5;05;01;05/01;10/02/2021 00:00;9;41;03S;DD-T02;Cream;Trading Goods;T02;;Cream;200;ST
.1~6820;6820;D5;05;02;05/02;11/02/2021 00:00;9;42;03;DD-T04;Cheese;Trading Goods;T04;;Cheese;154;ST
.1~6862;6862;D5;05;03;05/03;12/02/2021 00:00;9;43;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;189;ST
.1~6926;6926;D5;05;06;05/06;15/02/2021 00:00;10;46;03S;DD-T02;Cream;Trading Goods;T02;;Cream;180;ST
.1~6785;6785;D5;04;10;04/10;09/02/2021 00:00;8;40;03S;DD-T05;Butter;Trading Goods;T05;;Butter;199;ST
.1~6483;6483;D5;03;08;03/08;28/01/2021 00:00;6;28;03;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;956;ST
.1~6537;6537;D5;03;10;03/10;30/01/2021 00:00;6;30;03N;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;350;ST
.1~6366;6366;D5;03;03;03/03;23/01/2021 00:00;5;23;03;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~6389;6389;D5;03;04;03/04;24/01/2021 00:00;5;24;03;DD-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~6412;6412;D5;03;05;03/05;25/01/2021 00:00;5;25;03;DD-T04;Cheese;Trading Goods;T04;;Cheese;365;ST
.1~6418;6418;D5;03;05;03/05;25/01/2021 00:00;5;25;03N;DD-T04;Cheese;Trading Goods;T04;;Cheese;96;ST
.1~6157;6157;D5;02;04;02/04;14/01/2021 00:00;3;14;03S;DD-T01;Milk;Trading Goods;T01;;Milk;158;ST
.1~6166;6166;D5;02;04;02/04;14/01/2021 00:00;3;14;03W;DD-T04;Cheese;Trading Goods;T04;;Cheese;109;ST
.1~6117;6117;D5;02;02;02/02;12/01/2021 00:00;3;12;03W;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;300;ST
.1~9593;9593;E5;08;06;08/06;17/03/2021 00:00;16;76;03S;EE-T05;Butter;Trading Goods;T05;;Butter;91;ST
.1~9418;9418;E5;07;09;07/09;10/03/2021 00:00;14;69;03N;EE-T04;Cheese;Trading Goods;T04;;Cheese;171;ST
.1~9131;9131;E5;06;07;06/07;26/02/2021 00:00;12;57;03N;EE-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~9070;9070;E5;06;04;06/04;23/02/2021 00:00;11;54;03W;EE-T04;Cheese;Trading Goods;T04;;Cheese;117;ST
.1~8893;8893;E5;05;07;05/07;16/02/2021 00:00;10;47;03S;EE-T01;Milk;Trading Goods;T01;;Milk;255;ST
.1~8738;8738;E5;05;01;05/01;10/02/2021 00:00;9;41;03;EE-T02;Cream;Trading Goods;T02;;Cream;52;ST
.1~8477;8477;E5;03;10;03/10;30/01/2021 00:00;6;30;03;EE-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~8583;8583;E5;04;04;04/04;03/02/2021 00:00;7;34;03S;EE-T03;Yoghurt;Trading Goods;T03;;Yoghurt;129;ST
.1~8328;8328;E5;03;03;03/03;23/01/2021 00:00;5;23;03W;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;100;ST
.1~8351;8351;E5;03;04;03/04;24/01/2021 00:00;5;24;03W;EE-T05;Butter;Trading Goods;T05;;Butter;100;ST
.1~8412;8412;E5;03;07;03/07;27/01/2021 00:00;6;27;03N;EE-T06;Ice Cream;Trading Goods;T06;;Ice Cream;108;ST
.1~8197;8197;E5;02;08;02/08;18/01/2021 00:00;4;18;03S;EE-T01;Milk;Trading Goods;T01;;Milk;123;ST
.1~8209;8209;E5;02;09;02/09;19/01/2021 00:00;4;19;03;EE-T01;Milk;Trading Goods;T01;;Milk;130;ST
.1~11603;11603;F5;08;09;08/09;20/03/2021 00:00;16;79;03N;FF-T05;Butter;Trading Goods;T05;;Butter;18;ST
.1~11347;11347;F5;07;08;07/08;09/03/2021 00:00;14;68;03W;FF-T01;Milk;Trading Goods;T01;;Milk;235;ST
.1~11180;11180;F5;07;01;07/01;02/03/2021 00:00;13;61;03W;FF-T02;Cream;Trading Goods;T02;;Cream;49;ST
.1~11191;11191;F5;07;02;07/02;03/03/2021 00:00;13;62;03N;FF-T01;Milk;Trading Goods;T01;;Milk;507;ST
.1~11302;11302;F5;07;06;07/06;07/03/2021 00:00;14;66;03W;FF-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~10905;10905;F5;05;10;05/10;19/02/2021 00:00;10;50;03N;FF-T03;Yoghurt;Trading Goods;T03;;Yoghurt;10;ST
.1~10913;10913;F5;05;10;05/10;19/02/2021 00:00;10;50;03S;FF-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~10967;10967;F5;06;02;06/02;21/02/2021 00:00;11;52;03W;FF-T05;Butter;Trading Goods;T05;;Butter;57;ST
.1~10999;10999;F5;06;04;06/04;23/02/2021 00:00;11;54;03N;FF-T01;Milk;Trading Goods;T01;;Milk;141;ST
.1~10693;10693;F5;05;01;05/01;10/02/2021 00:00;9;41;03S;FF-T01;Milk;Trading Goods;T01;;Milk;128;ST
.1~10641;10641;F5;04;09;04/09;08/02/2021 00:00;8;39;03N;FF-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~10521;10521;F5;04;04;04/04;03/02/2021 00:00;7;34;03N;FF-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~10084;10084;F5;02;06;02/06;16/01/2021 00:00;4;16;03;FF-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~9927;9927;F5;01;09;01/09;09/01/2021 00:00;2;9;03S;FF-T03;Yoghurt;Trading Goods;T03;;Yoghurt;254;ST
.1~9964;9964;F5;02;01;02/01;11/01/2021 00:00;3;11;03;FF-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~13510;13510;G5;08;07;08/07;18/03/2021 00:00;16;77;03W;GG-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~13354;13354;G5;08;01;08/01;12/03/2021 00:00;15;71;03N;GG-T04;Cheese;Trading Goods;T04;;Cheese;200;ST
.1~13231;13231;G5;07;06;07/06;07/03/2021 00:00;14;66;03N;GG-T01;Milk;Trading Goods;T01;;Milk;376;ST
.1~13086;13086;G5;06;10;06/10;01/03/2021 00:00;12;60;03;GG-T06;Ice Cream;Trading Goods;T06;;Ice Cream;1202;ST
.1~12845;12845;G5;05;10;05/10;19/02/2021 00:00;10;50;03;GG-T05;Butter;Trading Goods;T05;;Butter;232;ST
.1~12874;12874;G5;06;01;06/01;20/02/2021 00:00;11;51;03N;GG-T04;Cheese;Trading Goods;T04;;Cheese;179;ST
.1~12901;12901;G5;06;02;06/02;21/02/2021 00:00;11;52;03S;GG-T01;Milk;Trading Goods;T01;;Milk;324;ST
.1~12955;12955;G5;06;04;06/04;23/02/2021 00:00;11;54;03W;GG-T01;Milk;Trading Goods;T01;;Milk;250;ST
.1~12334;12334;G5;03;08;03/08;28/01/2021 00:00;6;28;03W;GG-T04;Cheese;Trading Goods;T04;;Cheese;207;ST
.1~12399;12399;G5;04;01;04/01;31/01/2021 00:00;7;31;03S;GG-T03;Yoghurt;Trading Goods;T03;;Yoghurt;231;ST
.1~12423;12423;G5;04;02;04/02;01/02/2021 00:00;7;32;03S;GG-T03;Yoghurt;Trading Goods;T03;;Yoghurt;231;ST
.1~12444;12444;G5;04;03;04/03;02/02/2021 00:00;7;33;03N;GG-T06;Ice Cream;Trading Goods;T06;;Ice Cream;225;ST
.1~12214;12214;G5;03;03;03/03;23/01/2021 00:00;5;23;03W;GG-T04;Cheese;Trading Goods;T04;;Cheese;207;ST
.1~12217;12217;G5;03;04;03/04;24/01/2021 00:00;5;24;03;GG-T01;Milk;Trading Goods;T01;;Milk;1475;ST
.1~12046;12046;G5;02;06;02/06;16/01/2021 00:00;4;16;03W;GG-T04;Cheese;Trading Goods;T04;;Cheese;200;ST
.1~12091;12091;G5;02;08;02/08;18/01/2021 00:00;4;18;03W;GG-T01;Milk;Trading Goods;T01;;Milk;151;ST
.1~11895;11895;G5;01;10;01/10;10/01/2021 00:00;2;10;03S;GG-T03;Yoghurt;Trading Goods;T03;;Yoghurt;110;ST
.1~15475;15475;H5;08;08;08/08;19/03/2021 00:00;16;78;03W;HH-T01;Milk;Trading Goods;T01;;Milk;80;ST
.1~15500;15500;H5;08;09;08/09;20/03/2021 00:00;16;79;03W;HH-T02;Cream;Trading Goods;T02;;Cream;54;ST
.1~15533;15533;H5;09;01;09/01;22/03/2021 00:00;17;81;03;HH-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~15542;15542;H5;09;01;09/01;22/03/2021 00:00;17;81;03S;HH-T02;Cream;Trading Goods;T02;;Cream;107;ST
.1~15137;15137;H5;07;04;07/04;05/03/2021 00:00;13;64;03S;HH-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~14807;14807;H5;05;10;05/10;19/02/2021 00:00;10;50;03W;HH-T05;Butter;Trading Goods;T05;;Butter;100;ST
.1~14830;14830;H5;06;01;06/01;20/02/2021 00:00;11;51;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~14444;14444;H5;04;05;04/05;04/02/2021 00:00;7;35;03W;HH-T02;Cream;Trading Goods;T02;;Cream;100;ST
.1~14522;14522;H5;04;09;04/09;08/02/2021 00:00;8;39;03;HH-T02;Cream;Trading Goods;T02;;Cream;277;ST
.1~14387;14387;H5;04;03;04/03;02/02/2021 00:00;7;33;03N;HH-T05;Butter;Trading Goods;T05;;Butter;46;ST
.1~14397;14397;H5;04;03;04/03;02/02/2021 00:00;7;33;03W;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;150;ST
.1~14134;14134;H5;03;02;03/02;22/01/2021 00:00;5;22;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;200;ST
.1~14137;14137;H5;03;03;03/03;23/01/2021 00:00;5;23;03;HH-T01;Milk;Trading Goods;T01;;Milk;860;ST
.1~14216;14216;H5;03;06;03/06;26/01/2021 00:00;6;26;03N;HH-T02;Cream;Trading Goods;T02;;Cream;21;ST
.1~14254;14254;H5;03;07;03/07;27/01/2021 00:00;6;27;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;200;ST
.1~13975;13975;H5;02;06;02/06;16/01/2021 00:00;4;16;03N;HH-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~14090;14090;H5;03;01;03/01;21/01/2021 00:00;5;21;03;HH-T02;Cream;Trading Goods;T02;;Cream;366;ST
.1~13891;13891;H5;02;02;02/02;12/01/2021 00:00;3;12;03W;HH-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~43;43;A5;01;02;01/02;02/01/2021 00:00;1;2;03W;AA-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~2007;2007;B5;01;03;01/03;03/01/2021 00:00;1;3;03S;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~2064;2064;B5;01;05;01/05;05/01/2021 00:00;1;5;03W;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;250;ST
.1~2083;2083;B5;01;06;01/06;06/01/2021 00:00;2;6;03W;BB-T01;Milk;Trading Goods;T01;;Milk;453;ST
.1~3939;3939;C5;01;03;01/03;03/01/2021 00:00;1;3;03;CC-T03;Yoghurt;Trading Goods;T03;;Yoghurt;700;ST
.1~5868;5868;D5;01;02;01/02;02/01/2021 00:00;1;2;03N;DD-T06;Ice Cream;Trading Goods;T06;;Ice Cream;0;ST
.1~5891;5891;D5;01;03;01/03;03/01/2021 00:00;1;3;03N;DD-T05;Butter;Trading Goods;T05;;Butter;0;ST
.1~5901;5901;D5;01;03;01/03;03/01/2021 00:00;1;3;03W;DD-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~5912;5912;D5;01;04;01/04;04/01/2021 00:00;1;4;03N;DD-T02;Cream;Trading Goods;T02;;Cream;150;ST
.1~5948;5948;D5;01;05;01/05;05/01/2021 00:00;1;5;03W;DD-T02;Cream;Trading Goods;T02;;Cream;150;ST
.1~7870;7870;E5;01;04;01/04;04/01/2021 00:00;1;4;03W;EE-T04;Cheese;Trading Goods;T04;;Cheese;110;ST
.1~11674;11674;G5;01;01;01/01;01/01/2021 00:00;1;1;03N;GG-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~11821;11821;G5;01;07;01/07;07/01/2021 00:00;2;7;03S;GG-T01;Milk;Trading Goods;T01;;Milk;333;ST
.1~1909;1909;A5;08;10;08/10;21/03/2021 00:00;16;80;03S;AA-T01;Milk;Trading Goods;T01;;Milk;260;ST
.1~1935;1935;A5;09;01;09/01;22/03/2021 00:00;17;81;03S;AA-T03;Yoghurt;Trading Goods;T03;;Yoghurt;0;ST
.1~1654;1654;A5;07;09;07/09;10/03/2021 00:00;14;69;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;77;ST
.1~1675;1675;A5;07;10;07/10;11/03/2021 00:00;14;70;03W;AA-T01;Milk;Trading Goods;T01;;Milk;147;ST
.1~1704;1704;A5;08;01;08/01;12/03/2021 00:00;15;71;03W;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;119;ST
.1~1750;1750;A5;08;03;08/03;14/03/2021 00:00;15;73;03W;AA-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~1471;1471;A5;07;02;07/02;03/03/2021 00:00;13;62;03N;AA-T01;Milk;Trading Goods;T01;;Milk;0;ST
.1~1348;1348;A5;06;07;06/07;26/02/2021 00:00;12;57;03;AA-T04;Cheese;Trading Goods;T04;;Cheese;0;ST
.1~1354;1354;A5;06;07;06/07;26/02/2021 00:00;12;57;03N;AA-T04;Cheese;Trading Goods;T04;;Cheese;91;ST
.1~1434;1434;A5;06;10;06/10;01/03/2021 00:00;12;60;03S;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;207;ST
