ID;ROW_NUMBER;COMPANY_CODE;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;GL_ACCOUNT_NUMBER;GL_ACCOUNT_NAME;FS_LEVEL_1;FS_LEVEL_2;FS_LEVEL_3;FS_LEVEL_4;DEBIT_CREDIT_INDICATOR;AMOUNT_ABS;AMOUNT;AMOUNT_INV;AMOUNT_BS;AMOUNT_IS;CURRENCY
.1~3595;3595;E5;07;07;07/07;08/03/2021 00:00;14;67;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;23740,4;-23740,4;23740,4;-23740.40;0.00;EUR
.1~3596;3596;E5;07;07;07/07;08/03/2021 00:00;14;67;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;30199,8;30199,8;-30199,8;30199.80;0.00;EUR
.1~3598;3598;E5;07;07;07/07;08/03/2021 00:00;14;67;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;100;100;-100;0.00;-100.00;EUR
.1~3605;3605;E5;07;08;07/08;09/03/2021 00:00;14;68;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;35502,8;35502,8;-35502,8;35502.80;0.00;EUR
.1~3606;3606;E5;07;08;07/08;09/03/2021 00:00;14;68;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;31307,98;31307,98;-31307,98;0.00;-31307.98;EUR
.1~3611;3611;E5;07;09;07/09;10/03/2021 00:00;14;69;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;16940;16940;-16940;16940.00;0.00;EUR
.1~3612;3612;E5;07;09;07/09;10/03/2021 00:00;14;69;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;16940;-16940;16940;-16940.00;0.00;EUR
.1~3619;3619;E5;07;10;07/10;11/03/2021 00:00;14;70;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;1565;-1565;1565;-1565.00;0.00;EUR
.1~3623;3623;E5;07;10;07/10;11/03/2021 00:00;14;70;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;18712,45;18712,45;-18712,45;0.00;-18712.45;EUR
.1~3625;3625;E5;07;10;07/10;11/03/2021 00:00;14;70;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~3631;3631;E5;08;01;08/01;12/03/2021 00:00;15;71;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;30199,8;30199,8;-30199,8;30199.80;0.00;EUR
.1~3632;3632;E5;08;01;08/01;12/03/2021 00:00;15;71;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;30199,8;-30199,8;30199,8;-30199.80;0.00;EUR
.1~3635;3635;E5;08;01;08/01;12/03/2021 00:00;15;71;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;9;9;-9;0.00;-9.00;EUR
.1~3636;3636;E5;08;01;08/01;12/03/2021 00:00;15;71;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;10810,61;-10810,61;10810,61;-10810.61;0.00;EUR
.1~3637;3637;E5;08;01;08/01;12/03/2021 00:00;15;71;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;12517,7;-12517,7;12517,7;0.00;12517.70;EUR
.1~3640;3640;E5;08;02;08/02;13/03/2021 00:00;15;72;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;35502,8;-35502,8;35502,8;-35502.80;0.00;EUR
.1~3648;3648;E5;08;03;08/03;14/03/2021 00:00;15;73;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;25838,6;-25838,6;25838,6;-25838.60;0.00;EUR
.1~3649;3649;E5;08;03;08/03;14/03/2021 00:00;15;73;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;13729,8;13729,8;-13729,8;13729.80;0.00;EUR
.1~3653;3653;E5;08;03;08/03;14/03/2021 00:00;15;73;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;1000;-1000;1000;-1000.00;0.00;EUR
.1~3658;3658;E5;08;03;08/03;14/03/2021 00:00;15;73;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;154306,02;154306,02;-154306,02;154306.02;0.00;EUR
.1~3663;3663;E5;08;04;08/04;15/03/2021 00:00;15;74;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;9214,3;9214,3;-9214,3;9214.30;0.00;EUR
.1~3664;3664;E5;08;04;08/04;15/03/2021 00:00;15;74;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;7886,8;7886,8;-7886,8;0.00;-7886.80;EUR
.1~3669;3669;E5;08;05;08/05;16/03/2021 00:00;15;75;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;1055;-1055;1055;-1055.00;0.00;EUR
.1~3673;3673;E5;08;05;08/05;16/03/2021 00:00;15;75;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;28754,25;28754,25;-28754,25;0.00;-28754.25;EUR
.1~3675;3675;E5;08;05;08/05;16/03/2021 00:00;15;75;478100;Warehousing Costs;Income Statement;Operating Expenses;;;Debit;600;600;-600;0.00;-600.00;EUR
.1~3677;3677;E5;08;05;08/05;16/03/2021 00:00;15;75;540000;Warehousing Carbon Emissions;Income Statement;Operating Expenses;;;Debit;140;140;-140;0.00;-140.00;EUR
.1~3683;3683;E5;08;06;08/06;17/03/2021 00:00;16;76;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;12345,8;-12345,8;12345,8;-12345.80;0.00;EUR
.1~3684;3684;E5;08;06;08/06;17/03/2021 00:00;16;76;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;30661,25;30661,25;-30661,25;30661.25;0.00;EUR
.1~3686;3686;E5;08;06;08/06;17/03/2021 00:00;16;76;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;200;200;-200;0.00;-200.00;EUR
.1~3694;3694;E5;08;07;08/07;18/03/2021 00:00;16;77;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;26867,16;26867,16;-26867,16;0.00;-26867.16;EUR
.1~3698;3698;E5;08;08;08/08;19/03/2021 00:00;16;78;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;154321,02;-154321,02;154321,02;-154321.02;0.00;EUR
.1~3702;3702;E5;08;08;08/08;19/03/2021 00:00;16;78;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;154306,02;154306,02;-154306,02;154306.02;0.00;EUR
.1~3704;3704;E5;08;08;08/08;19/03/2021 00:00;16;78;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~3705;3705;E5;08;08;08/08;19/03/2021 00:00;16;78;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;19707,19;-19707,19;19707,19;-19707.19;0.00;EUR
.1~3706;3706;E5;08;08;08/08;19/03/2021 00:00;16;78;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;22861,75;-22861,75;22861,75;0.00;22861.75;EUR
.1~3710;3710;E5;08;09;08/09;20/03/2021 00:00;16;79;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;38590,5;38590,5;-38590,5;38590.50;0.00;EUR
.1~3711;3711;E5;08;09;08/09;20/03/2021 00:00;16;79;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;34610,83;34610,83;-34610,83;0.00;-34610.83;EUR
.1~3715;3715;E5;08;10;08/10;21/03/2021 00:00;16;80;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;452;-452;452;-452.00;0.00;EUR
.1~3716;3716;E5;08;10;08/10;21/03/2021 00:00;16;80;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;30661,25;30661,25;-30661,25;30661.25;0.00;EUR
.1~3720;3720;E5;08;10;08/10;21/03/2021 00:00;16;80;478100;Warehousing Costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3722;3722;E5;08;10;08/10;21/03/2021 00:00;16;80;540000;Warehousing Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~3731;3731;F5;01;02;01/02;02/01/2021 00:00;1;2;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;194998;-194998;194998;-194998.00;0.00;EUR
.1~3734;3734;F5;01;02;01/02;02/01/2021 00:00;1;2;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;1000;-1000;1000;-1000.00;0.00;EUR
.1~3735;3735;F5;01;02;01/02;02/01/2021 00:00;1;2;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;1000;1000;-1000;1000.00;0.00;EUR
.1~3741;3741;F5;01;05;01/05;05/01/2021 00:00;1;5;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~3742;3742;F5;01;05;01/05;05/01/2021 00:00;1;5;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;30;30;-30;0.00;-30.00;EUR
.1~3746;3746;F5;01;06;01/06;06/01/2021 00:00;2;6;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;9;9;-9;0.00;-9.00;EUR
.1~3747;3747;F5;01;06;01/06;06/01/2021 00:00;2;6;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;9802,32;-9802,32;9802,32;-9802.32;0.00;EUR
.1~3748;3748;F5;01;06;01/06;06/01/2021 00:00;2;6;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;13584;-13584;13584;0.00;13584.00;EUR
.1~3751;3751;F5;01;07;01/07;07/01/2021 00:00;2;7;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;194998;194998;-194998;194998.00;0.00;EUR
.1~3753;3753;F5;01;07;01/07;07/01/2021 00:00;2;7;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;3;3;-3;0.00;-3.00;EUR
.1~3754;3754;F5;01;07;01/07;07/01/2021 00:00;2;7;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;1247,2;-1247,2;1247,2;-1247.20;0.00;EUR
.1~3755;3755;F5;01;07;01/07;07/01/2021 00:00;2;7;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;1790,4;-1790,4;1790,4;0.00;1790.40;EUR
.1~3758;3758;F5;01;08;01/08;08/01/2021 00:00;2;8;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;2283,76;2283,76;-2283,76;0.00;-2283.76;EUR
.1~3762;3762;F5;01;09;01/09;09/01/2021 00:00;2;9;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;6;-6;6;-6.00;0.00;EUR
.1~3763;3763;F5;01;09;01/09;09/01/2021 00:00;2;9;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;4453;4453;-4453;4453.00;0.00;EUR
.1~3770;3770;F5;01;10;01/10;10/01/2021 00:00;2;10;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;13584;-13584;13584;-13584.00;0.00;EUR
.1~3771;3771;F5;01;10;01/10;10/01/2021 00:00;2;10;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;13709;13709;-13709;13709.00;0.00;EUR
.1~3779;3779;F5;02;01;02/01;11/01/2021 00:00;3;11;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;1790,4;-1790,4;1790,4;-1790.40;0.00;EUR
.1~3780;3780;F5;02;01;02/01;11/01/2021 00:00;3;11;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;28700;28700;-28700;28700.00;0.00;EUR
.1~3787;3787;F5;02;02;02/02;12/01/2021 00:00;3;12;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;3237,3;-3237,3;3237,3;-3237.30;0.00;EUR
.1~3788;3788;F5;02;02;02/02;12/01/2021 00:00;3;12;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;14011;14011;-14011;14011.00;0.00;EUR
.1~3796;3796;F5;02;03;02/03;13/01/2021 00:00;3;13;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;28094,6;28094,6;-28094,6;28094.60;0.00;EUR
.1~3805;3805;F5;02;04;02/04;14/01/2021 00:00;3;14;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;17095,45;17095,45;-17095,45;0.00;-17095.45;EUR
.1~3813;3813;F5;02;05;02/05;15/01/2021 00:00;3;15;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;9459,36;9459,36;-9459,36;0.00;-9459.36;EUR
.1~3815;3815;F5;02;05;02/05;15/01/2021 00:00;3;15;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~3816;3816;F5;02;05;02/05;15/01/2021 00:00;3;15;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;9459,36;-9459,36;9459,36;-9459.36;0.00;EUR
.1~3817;3817;F5;02;05;02/05;15/01/2021 00:00;3;15;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;9933,2;-9933,2;9933,2;0.00;9933.20;EUR
.1~3822;3822;F5;02;06;02/06;16/01/2021 00:00;4;16;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;11309,95;11309,95;-11309,95;0.00;-11309.95;EUR
.1~3830;3830;F5;02;07;02/07;17/01/2021 00:00;4;17;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;12475,93;12475,93;-12475,93;0.00;-12475.93;EUR
.1~3834;3834;F5;02;08;02/08;18/01/2021 00:00;4;18;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~3838;3838;F5;02;08;02/08;18/01/2021 00:00;4;18;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;12047,82;12047,82;-12047,82;0.00;-12047.82;EUR
.1~3841;3841;F5;02;08;02/08;18/01/2021 00:00;4;18;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;12699,4;-12699,4;12699,4;0.00;12699.40;EUR
.1~3842;3842;F5;02;09;02/09;19/01/2021 00:00;4;19;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;12;-12;12;-12.00;0.00;EUR
.1~3843;3843;F5;02;09;02/09;19/01/2021 00:00;4;19;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;9933,2;9933,2;-9933,2;9933.20;0.00;EUR
.1~3847;3847;F5;02;09;02/09;19/01/2021 00:00;4;19;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~3848;3848;F5;02;09;02/09;19/01/2021 00:00;4;19;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;13054,82;-13054,82;13054,82;-13054.82;0.00;EUR
.1~3849;3849;F5;02;09;02/09;19/01/2021 00:00;4;19;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;13802,1;-13802,1;13802,1;0.00;13802.10;EUR
.1~3850;3850;F5;02;10;02/10;20/01/2021 00:00;4;20;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;691;-691;691;-691.00;0.00;EUR
.1~3855;3855;F5;02;10;02/10;20/01/2021 00:00;4;20;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;97280,24;-97280,24;97280,24;-97280.24;0.00;EUR
.1~3856;3856;F5;02;10;02/10;20/01/2021 00:00;4;20;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;97280,24;97280,24;-97280,24;97280.24;0.00;EUR
.1~3859;3859;F5;02;10;02/10;20/01/2021 00:00;4;20;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;4448,88;4448,88;-4448,88;0.00;-4448.88;EUR
.1~3860;3860;F5;02;10;02/10;20/01/2021 00:00;4;20;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~3861;3861;F5;02;10;02/10;20/01/2021 00:00;4;20;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;621;621;-621;0.00;-621.00;EUR
.1~3862;3862;F5;02;10;02/10;20/01/2021 00:00;4;20;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;4448,88;-4448,88;4448,88;-4448.88;0.00;EUR
.1~3863;3863;F5;02;10;02/10;20/01/2021 00:00;4;20;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;100280,24;100280,24;-100280,24;100280.24;0.00;EUR
.1~3865;3865;F5;03;01;03/01;21/01/2021 00:00;5;21;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;342;-342;342;-342.00;0.00;EUR
.1~3866;3866;F5;03;01;03/01;21/01/2021 00:00;5;21;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;13294,7;13294,7;-13294,7;13294.70;0.00;EUR
.1~3871;3871;F5;03;01;03/01;21/01/2021 00:00;5;21;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~3876;3876;F5;03;02;03/02;22/01/2021 00:00;5;22;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;12699,4;-12699,4;12699,4;-12699.40;0.00;EUR
.1~3877;3877;F5;03;02;03/02;22/01/2021 00:00;5;22;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;51709;51709;-51709;51709.00;0.00;EUR
.1~3879;3879;F5;03;02;03/02;22/01/2021 00:00;5;22;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;200;200;-200;0.00;-200.00;EUR
.1~3886;3886;F5;03;03;03/03;23/01/2021 00:00;5;23;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;21427;21427;-21427;21427.00;0.00;EUR
.1~3887;3887;F5;03;03;03/03;23/01/2021 00:00;5;23;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;19895,22;19895,22;-19895,22;0.00;-19895.22;EUR
.1~3892;3892;F5;03;04;03/04;24/01/2021 00:00;5;24;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;12;-12;12;-12.00;0.00;EUR
.1~3896;3896;F5;03;04;03/04;24/01/2021 00:00;5;24;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;3808,43;3808,43;-3808,43;0.00;-3808.43;EUR
.1~3898;3898;F5;03;04;03/04;24/01/2021 00:00;5;24;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;3808,43;-3808,43;3808,43;-3808.43;0.00;EUR
.1~3899;3899;F5;03;04;03/04;24/01/2021 00:00;5;24;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;4151;-4151;4151;0.00;4151.00;EUR
.1~3900;3900;F5;03;05;03/05;25/01/2021 00:00;5;25;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;79;-79;79;-79.00;0.00;EUR
.1~3901;3901;F5;03;05;03/05;25/01/2021 00:00;5;25;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;12456,6;12456,6;-12456,6;12456.60;0.00;EUR
.1~3905;3905;F5;03;05;03/05;25/01/2021 00:00;5;25;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~3906;3906;F5;03;05;03/05;25/01/2021 00:00;5;25;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;9;9;-9;0.00;-9.00;EUR
.1~3907;3907;F5;03;05;03/05;25/01/2021 00:00;5;25;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;8845,65;-8845,65;8845,65;-8845.65;0.00;EUR
.1~3909;3909;F5;03;06;03/06;26/01/2021 00:00;6;26;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;6;-6;6;-6.00;0.00;EUR
.1~3913;3913;F5;03;06;03/06;26/01/2021 00:00;6;26;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;4614,22;4614,22;-4614,22;0.00;-4614.22;EUR
.1~3914;3914;F5;03;06;03/06;26/01/2021 00:00;6;26;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;6;6;-6;0.00;-6.00;EUR
.1~3915;3915;F5;03;06;03/06;26/01/2021 00:00;6;26;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;4614,22;-4614,22;4614,22;-4614.22;0.00;EUR
.1~3916;3916;F5;03;06;03/06;26/01/2021 00:00;6;26;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;5251;-5251;5251;0.00;5251.00;EUR
.1~3917;3917;F5;03;07;03/07;27/01/2021 00:00;6;27;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;12;-12;12;-12.00;0.00;EUR
.1~3918;3918;F5;03;07;03/07;27/01/2021 00:00;6;27;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;21427;21427;-21427;21427.00;0.00;EUR
.1~3922;3922;F5;03;07;03/07;27/01/2021 00:00;6;27;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~3923;3923;F5;03;07;03/07;27/01/2021 00:00;6;27;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;10503,01;-10503,01;10503,01;-10503.01;0.00;EUR
.1~3924;3924;F5;03;07;03/07;27/01/2021 00:00;6;27;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;11578;-11578;11578;0.00;11578.00;EUR
.1~3925;3925;F5;03;08;03/08;28/01/2021 00:00;6;28;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;3;-3;3;-3.00;0.00;EUR
.1~3926;3926;F5;03;08;03/08;28/01/2021 00:00;6;28;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;4151;4151;-4151;4151.00;0.00;EUR
.1~3930;3930;F5;03;08;03/08;28/01/2021 00:00;6;28;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;3;3;-3;0.00;-3.00;EUR
.1~3931;3931;F5;03;08;03/08;28/01/2021 00:00;6;28;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;202,54;-202,54;202,54;-202.54;0.00;EUR
.1~3932;3932;F5;03;08;03/08;28/01/2021 00:00;6;28;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;248;-248;248;0.00;248.00;EUR
.1~3934;3934;F5;03;09;03/09;29/01/2021 00:00;6;29;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;10081;10081;-10081;10081.00;0.00;EUR
.1~3935;3935;F5;03;09;03/09;29/01/2021 00:00;6;29;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;10081;-10081;10081;-10081.00;0.00;EUR
.1~3938;3938;F5;03;09;03/09;29/01/2021 00:00;6;29;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;9;9;-9;0.00;-9.00;EUR
.1~3939;3939;F5;03;09;03/09;29/01/2021 00:00;6;29;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;6311,55;-6311,55;6311,55;-6311.55;0.00;EUR
.1~3942;3942;F5;03;10;03/10;30/01/2021 00:00;6;30;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;5251;5251;-5251;5251.00;0.00;EUR
.1~3943;3943;F5;03;10;03/10;30/01/2021 00:00;6;30;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;5251;-5251;5251;-5251.00;0.00;EUR
.1~3949;3949;F5;03;10;03/10;30/01/2021 00:00;6;30;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;3000;-3000;3000;-3000.00;0.00;EUR
.1~3959;3959;F5;04;01;04/01;31/01/2021 00:00;7;31;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;11578;-11578;11578;-11578.00;0.00;EUR
.1~3960;3960;F5;04;01;04/01;31/01/2021 00:00;7;31;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;1716;1716;-1716;1716.00;0.00;EUR
.1~3962;3962;F5;04;01;04/01;31/01/2021 00:00;7;31;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3966;3966;F5;04;02;04/02;01/02/2021 00:00;7;32;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~3970;3970;F5;04;02;04/02;01/02/2021 00:00;7;32;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;15814,37;15814,37;-15814,37;0.00;-15814.37;EUR
.1~3972;3972;F5;04;02;04/02;01/02/2021 00:00;7;32;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;15814,37;-15814,37;15814,37;-15814.37;0.00;EUR
.1~3973;3973;F5;04;02;04/02;01/02/2021 00:00;7;32;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;18414;-18414;18414;0.00;18414.00;EUR
.1~3974;3974;F5;04;03;04/03;02/02/2021 00:00;7;33;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;600,8;-600,8;600,8;-600.80;0.00;EUR
.1~3975;3975;F5;04;03;04/03;02/02/2021 00:00;7;33;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;6902;6902;-6902;6902.00;0.00;EUR
.1~3980;3980;F5;04;03;04/03;02/02/2021 00:00;7;33;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;101000,11;101000,11;-101000,11;101000.11;0.00;EUR
.1~3984;3984;F5;04;03;04/03;02/02/2021 00:00;7;33;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;600,8;600,8;-600,8;0.00;-600.80;EUR
