ID;ROW_NUMBER;COMPANY_CODE;SALES_ORGANIZATION;SIM_ROUND;SIM_PERIOD;MATERIAL_DESCRIPTION;DISTRIBUTION_CHANNEL;AREA;QUANTITY;UNIT;AVERAGE_PRICE;NET_VALUE;CURRENCY
.1~4108;4108;H5;Company;02;3;Yoghurt;16;West;56;ST;34,05;1908,9;EUR
.1~4110;4110;H5;Company;02;4;Butter;16;North;0;;0;0;
.1~4118;4118;H5;Company;02;4;Cheese;16;South;20;ST;97,8;1956;EUR
.1~4120;4120;H5;Company;02;4;Cheese;16;West;0;;0;0;
.1~4122;4122;H5;Company;02;4;Cream;16;North;28;ST;84,3;2360,4;EUR
.1~4126;4126;H5;Company;02;4;Cream;16;West;0;;0;0;
.1~4130;4130;H5;Company;02;4;Ice Cream;16;South;0;;0;0;
.1~4142;4142;H5;Company;02;4;Yoghurt;16;South;150;ST;34,13;5109,6;EUR
.1~4152;4152;H5;Company;03;5;Cheese;16;North;0;;0;0;
.1~4156;4156;H5;Company;03;5;Cheese;16;West;19;ST;97,6;1854,4;EUR
.1~4158;4158;H5;Company;03;5;Cream;16;North;29;ST;84,3;2444,7;EUR
.1~4176;4176;H5;Company;03;5;Yoghurt;16;North;91;ST;34,85;3168,8;EUR
.1~4178;4178;H5;Company;03;5;Yoghurt;16;South;151;ST;34,8;5255;EUR
.1~4180;4180;H5;Company;03;5;Yoghurt;16;West;0;;0;0;
.1~4184;4184;H5;Company;03;6;Butter;16;South;74;ST;71,26;5272,14;EUR
.1~4188;4188;H5;Company;03;6;Cheese;16;North;0;;0;0;
.1~4190;4190;H5;Company;03;6;Cheese;16;South;22;ST;97,4;2142,8;EUR
.1~4194;4194;H5;Company;03;6;Cream;16;North;0;;0;0;
.1~4196;4196;H5;Company;03;6;Cream;16;South;8;ST;84,1;672,8;EUR
.1~4198;4198;H5;Company;03;6;Cream;16;West;0;;0;0;
.1~4200;4200;H5;Company;03;6;Ice Cream;16;North;80;ST;52,15;4172,7;EUR
.1~4206;4206;H5;Company;03;6;Milk;16;North;311;ST;34,33;10638,5;EUR
.1~4210;4210;H5;Company;03;6;Milk;16;West;123;ST;37;4551;EUR
.1~4236;4236;H5;Company;04;7;Ice Cream;16;North;42;ST;52;2184;EUR
.1~4240;4240;H5;Company;04;7;Ice Cream;16;West;77;ST;52,15;4014,8;EUR
.1~4244;4244;H5;Company;04;7;Milk;16;South;62;ST;39;2418;EUR
.1~4246;4246;H5;Company;04;7;Milk;16;West;0;;0;0;
.1~4248;4248;H5;Company;04;7;Yoghurt;16;North;0;;0;0;
.1~4250;4250;H5;Company;04;7;Yoghurt;16;South;73;ST;36,8;2686,4;EUR
.1~4252;4252;H5;Company;04;7;Yoghurt;16;West;0;;0;0;
.1~4260;4260;H5;Company;04;8;Cheese;16;North;0;;0;0;
.1~4266;4266;H5;Company;04;8;Cream;16;North;0;;0;0;
.1~4286;4286;H5;Company;04;8;Yoghurt;16;South;111;ST;36,7;4074,4;EUR
.1~4292;4292;H5;Company;05;9;Butter;16;South;50;ST;67,65;3383,7;EUR
.1~4294;4294;H5;Company;05;9;Butter;16;West;0;;0;0;
.1~4300;4300;H5;Company;05;9;Cheese;16;West;63;ST;95,16;5995;EUR
.1~4306;4306;H5;Company;05;9;Cream;16;West;27;ST;80,2;2165,4;EUR
.1~4316;4316;H5;Company;05;9;Milk;16;South;66;ST;30,5;2013;EUR
.1~4320;4320;H5;Company;05;9;Yoghurt;16;North;0;;0;0;
.1~4338;4338;H5;Company;05;10;Cream;16;North;0;;0;0;
.1~4352;4352;H5;Company;05;10;Milk;16;South;62;ST;30,7;1903,4;EUR
.1~4356;4356;H5;Company;05;10;Yoghurt;16;North;192;ST;35,26;6770;EUR
.1~4358;4358;H5;Company;05;10;Yoghurt;16;South;117;ST;35,26;4129,4;EUR
.1~4362;4362;H5;Company;06;11;Butter;16;North;140;ST;67,16;9403;EUR
.1~4368;4368;H5;Company;06;11;Cheese;16;North;21;ST;94,3;1980,3;EUR
.1~4372;4372;H5;Company;06;11;Cheese;16;West;100;ST;93,5;9350;EUR
.1~4378;4378;H5;Company;06;11;Cream;16;West;21;ST;78,7;1652,7;EUR
.1~4390;4390;H5;Company;06;11;Milk;16;West;0;;0;0;
.1~4400;4400;H5;Company;06;12;Butter;16;South;116;ST;67,14;7788,6;EUR
.1~4402;4402;H5;Company;06;12;Butter;16;West;0;;0;0;
.1~4430;4430;H5;Company;06;12;Yoghurt;16;South;100;ST;34,3;3430;EUR
.1~4436;4436;H5;Company;07;13;Butter;16;South;32;ST;67,1;2147,2;EUR
.1~4442;4442;H5;Company;07;13;Cheese;16;South;47;ST;92,2;4333,4;EUR
.1~4444;4444;H5;Company;07;13;Cheese;16;West;142;ST;92,2;13092,4;EUR
.1~4458;4458;H5;Company;07;13;Milk;16;North;352;ST;31,2;10975;EUR
.1~4468;4468;H5;Company;07;13;Yoghurt;16;West;105;ST;34,35;3616,9;EUR
.1~4472;4472;H5;Company;07;14;Butter;16;South;133;ST;66,85;8911,3;EUR
.1~4476;4476;H5;Company;07;14;Cheese;16;North;60;ST;92,2;5532;EUR
.1~4478;4478;H5;Company;07;14;Cheese;16;South;72;ST;92,2;6638,4;EUR
.1~4488;4488;H5;Company;07;14;Ice Cream;16;North;181;ST;47,06;8518,1;EUR
.1~4490;4490;H5;Company;07;14;Ice Cream;16;South;47;ST;47;2209;EUR
.1~4492;4492;H5;Company;07;14;Ice Cream;16;West;0;;0;0;
.1~4502;4502;H5;Company;07;14;Yoghurt;16;South;199;ST;34,3;6827,6;EUR
.1~4506;4506;H5;Company;08;15;Butter;16;North;166;ST;65,92;10942,6;EUR
.1~4514;4514;H5;Company;08;15;Cheese;16;South;0;;0;0;
.1~4518;4518;H5;Company;08;15;Cream;16;North;100;ST;77,35;7736,4;EUR
.1~4520;4520;H5;Company;08;15;Cream;16;South;76;ST;77;5852;EUR
.1~4522;4522;H5;Company;08;15;Cream;16;West;0;;0;0;
.1~4524;4524;H5;Company;08;15;Ice Cream;16;North;0;;0;0;
.1~4554;4554;H5;Company;08;16;Cream;16;North;28;ST;75,8;2140;EUR
.1~4560;4560;H5;Company;08;16;Ice Cream;16;North;0;;0;0;
.1~4562;4562;H5;Company;08;16;Ice Cream;16;South;0;;0;0;
.1~4564;4564;H5;Company;08;16;Ice Cream;16;West;9;ST;47,6;428,4;EUR
.1~4566;4566;H5;Company;08;16;Milk;16;North;165;ST;33,62;5535,1;EUR
.1~4568;4568;H5;Company;08;16;Milk;16;South;115;ST;33,5;3853,8;EUR
.1~4576;4576;H5;Company;08;16;Yoghurt;16;West;169;ST;35;5915;EUR
.1~1;1;A5;Market;01;1;Butter;16;North;46;ST;70;3220;EUR
.1~7;7;A5;Market;01;1;Cheese;16;North;105;ST;92,58;9668,66;EUR
.1~9;9;A5;Market;01;1;Cheese;16;South;41;ST;93,6;3820,8;EUR
.1~17;17;A5;Market;01;1;Cream;16;West;52;ST;79;4108;EUR
.1~31;31;A5;Market;01;1;Yoghurt;16;West;213;ST;30,67;6525,34;EUR
.1~37;37;A5;Market;01;2;Butter;16;West;208;ST;68,85;14303,78;EUR
.1~45;45;A5;Market;01;2;Cream;16;North;169;ST;81,4;13747,1;EUR
.1~49;49;A5;Market;01;2;Cream;16;West;47;ST;83,15;3897,3;EUR
.1~55;55;A5;Market;01;2;Ice Cream;16;West;151;ST;49,62;7504;EUR
.1~59;59;A5;Market;01;2;Milk;16;South;589;ST;28,98;17041,7;EUR
.1~61;61;A5;Market;01;2;Milk;16;West;1450;ST;29,86;43069;EUR
.1~69;69;A5;Market;02;3;Butter;16;North;623;ST;68,06;42333,44;EUR
.1~71;71;A5;Market;02;3;Butter;16;South;836;ST;67,59;56487,6;EUR
.1~75;75;A5;Market;02;3;Cheese;16;North;423;ST;90,57;38288,8;EUR
.1~79;79;A5;Market;02;3;Cheese;16;West;685;ST;91,66;62902,6;EUR
.1~81;81;A5;Market;02;3;Cream;16;North;195;ST;78,57;15341,6;EUR
.1~83;83;A5;Market;02;3;Cream;16;South;611;ST;79,6;48660,5;EUR
.1~87;87;A5;Market;02;3;Ice Cream;16;North;1097;ST;49,45;54262,26;EUR
.1~95;95;A5;Market;02;3;Milk;16;South;441;ST;27,92;12194,5;EUR
.1~103;103;A5;Market;02;3;Yoghurt;16;West;741;ST;30,55;22301,78;EUR
.1~111;111;A5;Market;02;4;Cheese;16;North;434;ST;89,51;38833,7;EUR
.1~117;117;A5;Market;02;4;Cream;16;North;215;ST;79,88;17164,6;EUR
.1~119;119;A5;Market;02;4;Cream;16;South;358;ST;79,43;28393,95;EUR
.1~123;123;A5;Market;02;4;Ice Cream;16;North;546;ST;49,75;27016;EUR
.1~129;129;A5;Market;02;4;Milk;16;North;2397;ST;29,02;69643,4;EUR
.1~131;131;A5;Market;02;4;Milk;16;South;1418;ST;28,24;40000,8;EUR
.1~137;137;A5;Market;02;4;Yoghurt;16;South;1427;ST;30,79;43567,5;EUR
.1~139;139;A5;Market;02;4;Yoghurt;16;West;887;ST;30,62;26925,2;EUR
.1~155;155;A5;Market;03;5;Cream;16;South;610;ST;78,79;47995,12;EUR
.1~179;179;A5;Market;03;6;Butter;16;South;535;ST;67,35;36027,5;EUR
.1~183;183;A5;Market;03;6;Cheese;16;North;286;ST;88;25168;EUR
.1~185;185;A5;Market;03;6;Cheese;16;South;297;ST;89,98;26719,7;EUR
.1~187;187;A5;Market;03;6;Cheese;16;West;713;ST;90,88;64816,8;EUR
.1~199;199;A5;Market;03;6;Ice Cream;16;West;430;ST;48,32;20903,3;EUR
.1~203;203;A5;Market;03;6;Milk;16;South;834;ST;28,46;23706;EUR
.1~205;205;A5;Market;03;6;Milk;16;West;1323;ST;29,38;38556,2;EUR
.1~207;207;A5;Market;03;6;Yoghurt;16;North;2504;ST;30,31;75551,27;EUR
.1~229;229;A5;Market;04;7;Cream;16;West;320;ST;77,19;24667,56;EUR
.1~231;231;A5;Market;04;7;Ice Cream;16;North;1305;ST;49,05;63992,3;EUR
.1~239;239;A5;Market;04;7;Milk;16;South;552;ST;30,08;16365,02;EUR
.1~241;241;A5;Market;04;7;Milk;16;West;846;ST;28,01;23362,18;EUR
.1~245;245;A5;Market;04;7;Yoghurt;16;South;2262;ST;30,89;69426,62;EUR
.1~251;251;A5;Market;04;8;Butter;16;South;1072;ST;66,25;70989,5;EUR
.1~253;253;A5;Market;04;8;Butter;16;West;356;ST;66,08;23620;EUR
.1~263;263;A5;Market;04;8;Cream;16;South;617;ST;76,42;47103,33;EUR
.1~265;265;A5;Market;04;8;Cream;16;West;388;ST;77,27;30020,66;EUR
.1~269;269;A5;Market;04;8;Ice Cream;16;South;597;ST;47,86;28478,9;EUR
.1~271;271;A5;Market;04;8;Ice Cream;16;West;415;ST;48,8;20286;EUR
.1~275;275;A5;Market;04;8;Milk;16;South;708;ST;27,61;19370,26;EUR
.1~279;279;A5;Market;04;8;Yoghurt;16;North;1806;ST;29,61;53472,3;EUR
.1~285;285;A5;Market;05;9;Butter;16;North;900;ST;66,54;59738,1;EUR
.1~289;289;A5;Market;05;9;Butter;16;West;288;ST;65,86;18924,95;EUR
.1~293;293;A5;Market;05;9;Cheese;16;South;379;ST;88,55;33555,8;EUR
.1~305;305;A5;Market;05;9;Ice Cream;16;South;744;ST;48,6;36065,15;EUR
.1~311;311;A5;Market;05;9;Milk;16;South;839;ST;28,24;23616,28;EUR
.1~315;315;A5;Market;05;9;Yoghurt;16;North;866;ST;29,26;25373,86;EUR
.1~317;317;A5;Market;05;9;Yoghurt;16;South;2583;ST;30,4;78629,25;EUR
.1~323;323;A5;Market;05;10;Butter;16;South;1225;ST;66,57;81581,5;EUR
.1~325;325;A5;Market;05;10;Butter;16;West;392;ST;65,81;25848,8;EUR
.1~331;331;A5;Market;05;10;Cheese;16;West;1273;ST;89,46;113973,1;EUR
.1~339;339;A5;Market;05;10;Ice Cream;16;North;743;ST;49,46;36704,55;EUR
.1~345;345;A5;Market;05;10;Milk;16;North;3520;ST;29,71;104183,49;EUR
.1~347;347;A5;Market;05;10;Milk;16;South;1036;ST;27,83;28712,2;EUR
.1~351;351;A5;Market;05;10;Yoghurt;16;North;2464;ST;30,85;75580,14;EUR
.1~365;365;A5;Market;06;11;Cheese;16;South;219;ST;89,76;19674,62;EUR
.1~369;369;A5;Market;06;11;Cream;16;North;239;ST;78,36;18727,7;EUR
.1~371;371;A5;Market;06;11;Cream;16;South;469;ST;77,72;36409,92;EUR
.1~389;389;A5;Market;06;11;Yoghurt;16;South;2525;ST;31,86;80072,75;EUR
.1~393;393;A5;Market;06;12;Butter;16;North;570;ST;66,01;37577,1;EUR
.1~395;395;A5;Market;06;12;Butter;16;South;641;ST;67,02;42955,2;EUR
.1~399;399;A5;Market;06;12;Cheese;16;North;456;ST;88,97;40575,6;EUR
.1~405;405;A5;Market;06;12;Cream;16;North;385;ST;77,53;29837,85;EUR
.1~407;407;A5;Market;06;12;Cream;16;South;316;ST;77,97;24638,23;EUR
.1~409;409;A5;Market;06;12;Cream;16;West;236;ST;76,39;17984,35;EUR
.1~415;415;A5;Market;06;12;Ice Cream;16;West;287;ST;49,1;14074,4;EUR
.1~417;417;A5;Market;06;12;Milk;16;North;2801;ST;30,31;84905,56;EUR
.1~419;419;A5;Market;06;12;Milk;16;South;853;ST;29,95;25352,39;EUR
.1~425;425;A5;Market;06;12;Yoghurt;16;South;1708;ST;32,04;54766,83;EUR
.1~427;427;A5;Market;06;12;Yoghurt;16;West;846;ST;30,21;25564,16;EUR
.1~437;437;A5;Market;07;13;Cheese;16;South;374;ST;89,42;33446,6;EUR
.1~451;451;A5;Market;07;13;Ice Cream;16;West;675;ST;48,99;32997,33;EUR
.1~461;461;A5;Market;07;13;Yoghurt;16;South;2636;ST;31,71;83359,02;EUR
.1~465;465;A5;Market;07;14;Butter;16;North;575;ST;66,58;38283,94;EUR
.1~467;467;A5;Market;07;14;Butter;16;South;920;ST;66,49;61161,49;EUR
.1~469;469;A5;Market;07;14;Butter;16;West;230;ST;66,46;15254,7;EUR
.1~471;471;A5;Market;07;14;Cheese;16;North;526;ST;89,22;46886,6;EUR
.1~477;477;A5;Market;07;14;Cream;16;North;315;ST;77,2;24327,64;EUR
.1~479;479;A5;Market;07;14;Cream;16;South;416;ST;77,54;32258,42;EUR
.1~485;485;A5;Market;07;14;Ice Cream;16;South;516;ST;47,78;24636,8;EUR
.1~495;495;A5;Market;07;14;Yoghurt;16;North;2152;ST;30,98;66760,24;EUR
.1~501;501;A5;Market;08;15;Butter;16;North;919;ST;66,73;61205,7;EUR
.1~503;503;A5;Market;08;15;Butter;16;South;951;ST;66,65;63482,22;EUR
.1~507;507;A5;Market;08;15;Cheese;16;North;403;ST;89,65;36078,1;EUR
.1~515;515;A5;Market;08;15;Cream;16;South;625;ST;76,79;47947,28;EUR
.1~517;517;A5;Market;08;15;Cream;16;West;186;ST;76,36;14215,27;EUR
.1~521;521;A5;Market;08;15;Ice Cream;16;South;712;ST;48,1;34246,1;EUR
.1~523;523;A5;Market;08;15;Ice Cream;16;West;767;ST;48,45;37140,8;EUR
.1~525;525;A5;Market;08;15;Milk;16;North;1596;ST;29,26;46488,89;EUR
.1~527;527;A5;Market;08;15;Milk;16;South;600;ST;28,94;17331,16;EUR
.1~531;531;A5;Market;08;15;Yoghurt;16;North;978;ST;30,76;30008,63;EUR
.1~535;535;A5;Market;08;15;Yoghurt;16;West;612;ST;30,45;18634,27;EUR
.1~537;537;A5;Market;08;16;Butter;16;North;813;ST;63,31;51498,2;EUR
.1~547;547;A5;Market;08;16;Cheese;16;West;1959;ST;85,57;159189,7;EUR
.1~555;555;A5;Market;08;16;Ice Cream;16;North;1317;ST;47,04;61660,15;EUR
.1~559;559;A5;Market;08;16;Ice Cream;16;West;463;ST;47,66;21923;EUR
.1~565;565;A5;Market;08;16;Milk;16;West;2002;ST;27,55;54764,5;EUR
.1~569;569;A5;Market;08;16;Yoghurt;16;South;3460;ST;30,57;105462,3;EUR
.1~573;573;B5;Market;01;1;Butter;16;North;46;ST;70;3220;EUR
.1~575;575;B5;Market;01;1;Butter;16;South;80;ST;70,62;5637,2;EUR
.1~579;579;B5;Market;01;1;Cheese;16;North;105;ST;92,58;9668,66;EUR
.1~581;581;B5;Market;01;1;Cheese;16;South;41;ST;93,6;3820,8;EUR
.1~589;589;B5;Market;01;1;Cream;16;West;52;ST;79;4108;EUR
.1~603;603;B5;Market;01;1;Yoghurt;16;West;213;ST;30,67;6525,34;EUR
.1~609;609;B5;Market;01;2;Butter;16;West;208;ST;68,85;14303,78;EUR
.1~617;617;B5;Market;01;2;Cream;16;North;169;ST;81,4;13747,1;EUR
.1~621;621;B5;Market;01;2;Cream;16;West;47;ST;83,15;3897,3;EUR
.1~629;629;B5;Market;01;2;Milk;16;North;1834;ST;29,79;54551,8;EUR
.1~631;631;B5;Market;01;2;Milk;16;South;589;ST;28,98;17041,7;EUR
.1~633;633;B5;Market;01;2;Milk;16;West;1450;ST;29,86;43069;EUR
.1~641;641;B5;Market;02;3;Butter;16;North;623;ST;68,06;42333,44;EUR
.1~643;643;B5;Market;02;3;Butter;16;South;836;ST;67,59;56487,6;EUR
.1~647;647;B5;Market;02;3;Cheese;16;North;423;ST;90,57;38288,8;EUR
.1~651;651;B5;Market;02;3;Cheese;16;West;685;ST;91,66;62902,6;EUR
.1~653;653;B5;Market;02;3;Cream;16;North;195;ST;78,57;15341,6;EUR
.1~659;659;B5;Market;02;3;Ice Cream;16;North;1097;ST;49,45;54262,26;EUR
.1~663;663;B5;Market;02;3;Ice Cream;16;West;738;ST;48,84;35955,74;EUR
.1~667;667;B5;Market;02;3;Milk;16;South;441;ST;27,92;12194,5;EUR
.1~675;675;B5;Market;02;3;Yoghurt;16;West;741;ST;30,55;22301,78;EUR
.1~681;681;B5;Market;02;4;Butter;16;West;354;ST;67,2;23730,2;EUR
.1~683;683;B5;Market;02;4;Cheese;16;North;434;ST;89,51;38833,7;EUR
.1~689;689;B5;Market;02;4;Cream;16;North;215;ST;79,88;17164,6;EUR
.1~691;691;B5;Market;02;4;Cream;16;South;358;ST;79,43;28393,95;EUR
.1~695;695;B5;Market;02;4;Ice Cream;16;North;546;ST;49,75;27016;EUR
.1~699;699;B5;Market;02;4;Ice Cream;16;West;231;ST;48,9;11318,8;EUR
.1~701;701;B5;Market;02;4;Milk;16;North;2397;ST;29,02;69643,4;EUR
.1~703;703;B5;Market;02;4;Milk;16;South;1418;ST;28,24;40000,8;EUR
.1~711;711;B5;Market;02;4;Yoghurt;16;West;887;ST;30,62;26925,2;EUR
.1~713;713;B5;Market;03;5;Butter;16;North;459;ST;66,48;30489,24;EUR
.1~727;727;B5;Market;03;5;Cream;16;South;610;ST;78,79;47995,12;EUR
.1~731;731;B5;Market;03;5;Ice Cream;16;North;1395;ST;49,25;68642,8;EUR
.1~735;735;B5;Market;03;5;Ice Cream;16;West;671;ST;49,46;33083,8;EUR
.1~751;751;B5;Market;03;6;Butter;16;South;535;ST;67,35;36027,5;EUR
.1~755;755;B5;Market;03;6;Cheese;16;North;286;ST;88;25168;EUR
.1~757;757;B5;Market;03;6;Cheese;16;South;297;ST;89,98;26719,7;EUR
.1~759;759;B5;Market;03;6;Cheese;16;West;713;ST;90,88;64816,8;EUR
.1~771;771;B5;Market;03;6;Ice Cream;16;West;430;ST;48,32;20903,3;EUR
.1~775;775;B5;Market;03;6;Milk;16;South;834;ST;28,46;23706;EUR
.1~777;777;B5;Market;03;6;Milk;16;West;1323;ST;29,38;38556,2;EUR
.1~779;779;B5;Market;03;6;Yoghurt;16;North;2504;ST;30,31;75551,27;EUR
.1~801;801;B5;Market;04;7;Cream;16;West;320;ST;77,19;24667,56;EUR
.1~803;803;B5;Market;04;7;Ice Cream;16;North;1305;ST;49,05;63992,3;EUR
.1~811;811;B5;Market;04;7;Milk;16;South;552;ST;30,08;16365,02;EUR
.1~817;817;B5;Market;04;7;Yoghurt;16;South;2262;ST;30,89;69426,62;EUR
.1~823;823;B5;Market;04;8;Butter;16;South;1072;ST;66,25;70989,5;EUR
.1~825;825;B5;Market;04;8;Butter;16;West;356;ST;66,08;23620;EUR
.1~833;833;B5;Market;04;8;Cream;16;North;470;ST;75,51;35458,92;EUR
.1~835;835;B5;Market;04;8;Cream;16;South;617;ST;76,42;47103,33;EUR
.1~837;837;B5;Market;04;8;Cream;16;West;388;ST;77,27;30020,66;EUR
.1~843;843;B5;Market;04;8;Ice Cream;16;West;415;ST;48,8;20286;EUR
.1~847;847;B5;Market;04;8;Milk;16;South;708;ST;27,61;19370,26;EUR
.1~851;851;B5;Market;04;8;Yoghurt;16;North;1806;ST;29,61;53472,3;EUR
.1~857;857;B5;Market;05;9;Butter;16;North;900;ST;66,54;59738,1;EUR
.1~861;861;B5;Market;05;9;Butter;16;West;288;ST;65,86;18924,95;EUR
.1~865;865;B5;Market;05;9;Cheese;16;South;379;ST;88,55;33555,8;EUR
.1~883;883;B5;Market;05;9;Milk;16;South;839;ST;28,24;23616,28;EUR
.1~887;887;B5;Market;05;9;Yoghurt;16;North;866;ST;29,26;25373,86;EUR
.1~889;889;B5;Market;05;9;Yoghurt;16;South;2583;ST;30,4;78629,25;EUR
.1~895;895;B5;Market;05;10;Butter;16;South;1225;ST;66,57;81581,5;EUR
.1~897;897;B5;Market;05;10;Butter;16;West;392;ST;65,81;25848,8;EUR
.1~903;903;B5;Market;05;10;Cheese;16;West;1273;ST;89,46;113973,1;EUR
.1~919;919;B5;Market;05;10;Milk;16;South;1036;ST;27,83;28712,2;EUR
.1~923;923;B5;Market;05;10;Yoghurt;16;North;2464;ST;30,85;75580,14;EUR
.1~935;935;B5;Market;06;11;Cheese;16;North;415;ST;89,68;37163,74;EUR
.1~937;937;B5;Market;06;11;Cheese;16;South;219;ST;89,76;19674,62;EUR
.1~939;939;B5;Market;06;11;Cheese;16;West;1347;ST;89,66;120794,9;EUR
.1~941;941;B5;Market;06;11;Cream;16;North;239;ST;78,36;18727,7;EUR
.1~943;943;B5;Market;06;11;Cream;16;South;469;ST;77,72;36409,92;EUR
.1~961;961;B5;Market;06;11;Yoghurt;16;South;2525;ST;31,86;80072,75;EUR
.1~965;965;B5;Market;06;12;Butter;16;North;570;ST;66,01;37577,1;EUR
.1~967;967;B5;Market;06;12;Butter;16;South;641;ST;67,02;42955,2;EUR
.1~971;971;B5;Market;06;12;Cheese;16;North;456;ST;88,97;40575,6;EUR
.1~977;977;B5;Market;06;12;Cream;16;North;385;ST;77,53;29837,85;EUR
.1~979;979;B5;Market;06;12;Cream;16;South;316;ST;77,97;24638,23;EUR
.1~987;987;B5;Market;06;12;Ice Cream;16;West;287;ST;49,1;14074,4;EUR
.1~989;989;B5;Market;06;12;Milk;16;North;2801;ST;30,31;84905,56;EUR
.1~991;991;B5;Market;06;12;Milk;16;South;853;ST;29,95;25352,39;EUR
.1~993;993;B5;Market;06;12;Milk;16;West;1397;ST;29,72;41349,91;EUR
.1~997;997;B5;Market;06;12;Yoghurt;16;South;1708;ST;32,04;54766,83;EUR
.1~999;999;B5;Market;06;12;Yoghurt;16;West;846;ST;30,21;25564,16;EUR
.1~1001;1001;B5;Market;07;13;Butter;16;North;807;ST;66,72;53814,55;EUR
.1~1009;1009;B5;Market;07;13;Cheese;16;South;374;ST;89,42;33446,6;EUR
.1~1023;1023;B5;Market;07;13;Ice Cream;16;West;675;ST;48,99;32997,33;EUR
.1~1033;1033;B5;Market;07;13;Yoghurt;16;South;2636;ST;31,71;83359,02;EUR
.1~1039;1039;B5;Market;07;14;Butter;16;South;920;ST;66,49;61161,49;EUR
.1~1041;1041;B5;Market;07;14;Butter;16;West;230;ST;66,46;15254,7;EUR
.1~1043;1043;B5;Market;07;14;Cheese;16;North;526;ST;89,22;46886,6;EUR
.1~1045;1045;B5;Market;07;14;Cheese;16;South;371;ST;89,35;33164,4;EUR
.1~1049;1049;B5;Market;07;14;Cream;16;North;315;ST;77,2;24327,64;EUR
.1~1051;1051;B5;Market;07;14;Cream;16;South;416;ST;77,54;32258,42;EUR
.1~1057;1057;B5;Market;07;14;Ice Cream;16;South;516;ST;47,78;24636,8;EUR
.1~1067;1067;B5;Market;07;14;Yoghurt;16;North;2152;ST;30,98;66760,24;EUR
.1~1071;1071;B5;Market;07;14;Yoghurt;16;West;1207;ST;31,57;37832,85;EUR
.1~1073;1073;B5;Market;08;15;Butter;16;North;919;ST;66,73;61205,7;EUR
.1~1075;1075;B5;Market;08;15;Butter;16;South;951;ST;66,65;63482,22;EUR
.1~1079;1079;B5;Market;08;15;Cheese;16;North;403;ST;89,65;36078,1;EUR
.1~1087;1087;B5;Market;08;15;Cream;16;South;625;ST;76,79;47947,28;EUR
.1~1093;1093;B5;Market;08;15;Ice Cream;16;South;712;ST;48,1;34246,1;EUR
.1~1095;1095;B5;Market;08;15;Ice Cream;16;West;767;ST;48,45;37140,8;EUR
.1~1099;1099;B5;Market;08;15;Milk;16;South;600;ST;28,94;17331,16;EUR
.1~1103;1103;B5;Market;08;15;Yoghurt;16;North;978;ST;30,76;30008,63;EUR
.1~1119;1119;B5;Market;08;16;Cheese;16;West;1959;ST;85,57;159189,7;EUR
.1~1127;1127;B5;Market;08;16;Ice Cream;16;North;1317;ST;47,04;61660,15;EUR
.1~1131;1131;B5;Market;08;16;Ice Cream;16;West;463;ST;47,66;21923;EUR
.1~1145;1145;C5;Market;01;1;Butter;16;North;46;ST;70;3220;EUR
.1~1147;1147;C5;Market;01;1;Butter;16;South;80;ST;70,62;5637,2;EUR
.1~1161;1161;C5;Market;01;1;Cream;16;West;52;ST;79;4108;EUR
.1~1175;1175;C5;Market;01;1;Yoghurt;16;West;213;ST;30,67;6525,34;EUR
.1~1181;1181;C5;Market;01;2;Butter;16;West;208;ST;68,85;14303,78;EUR
.1~1183;1183;C5;Market;01;2;Cheese;16;North;349;ST;91,64;31917;EUR
.1~1189;1189;C5;Market;01;2;Cream;16;North;169;ST;81,4;13747,1;EUR
.1~1193;1193;C5;Market;01;2;Cream;16;West;47;ST;83,15;3897,3;EUR
.1~1201;1201;C5;Market;01;2;Milk;16;North;1834;ST;29,79;54551,8;EUR
.1~1203;1203;C5;Market;01;2;Milk;16;South;589;ST;28,98;17041,7;EUR
.1~1205;1205;C5;Market;01;2;Milk;16;West;1450;ST;29,86;43069;EUR
.1~1209;1209;C5;Market;01;2;Yoghurt;16;South;1616;ST;31,48;50800,52;EUR
.1~1213;1213;C5;Market;02;3;Butter;16;North;623;ST;68,06;42333,44;EUR
.1~1215;1215;C5;Market;02;3;Butter;16;South;836;ST;67,59;56487,6;EUR
.1~1219;1219;C5;Market;02;3;Cheese;16;North;423;ST;90,57;38288,8;EUR
.1~1221;1221;C5;Market;02;3;Cheese;16;South;129;ST;88,85;11456,5;EUR
.1~1231;1231;C5;Market;02;3;Ice Cream;16;North;1097;ST;49,45;54262,26;EUR
.1~1235;1235;C5;Market;02;3;Ice Cream;16;West;738;ST;48,84;35955,74;EUR
.1~1239;1239;C5;Market;02;3;Milk;16;South;441;ST;27,92;12194,5;EUR
.1~1247;1247;C5;Market;02;3;Yoghurt;16;West;741;ST;30,55;22301,78;EUR
.1~1253;1253;C5;Market;02;4;Butter;16;West;354;ST;67,2;23730,2;EUR
.1~1261;1261;C5;Market;02;4;Cream;16;North;215;ST;79,88;17164,6;EUR
.1~1267;1267;C5;Market;02;4;Ice Cream;16;North;546;ST;49,75;27016;EUR
.1~1271;1271;C5;Market;02;4;Ice Cream;16;West;231;ST;48,9;11318,8;EUR
.1~1273;1273;C5;Market;02;4;Milk;16;North;2397;ST;29,02;69643,4;EUR
.1~1275;1275;C5;Market;02;4;Milk;16;South;1418;ST;28,24;40000,8;EUR
