ID;ROW_NUMBER;COMPANY_CODE;SALES_ORGANIZATION;SIM_ROUND;SIM_PERIOD;MATERIAL_DESCRIPTION;DISTRIBUTION_CHANNEL;AREA;QUANTITY;UNIT;AVERAGE_PRICE;NET_VALUE;CURRENCY
.1~327;327;E9;Market;01;2;Cream;16;North;100;ST;73,24;7324;EUR
.1~333;333;E9;Market;01;2;Ice Cream;16;North;13;ST;58,63;763,93;EUR
.1~339;339;E9;Market;01;2;Milk;16;North;769;ST;29,89;23116,57;EUR
.1~345;345;E9;Market;01;2;Yoghurt;16;North;394;ST;30,47;11672,65;EUR
.1~4;4;A9;Company;01;1;Butter;16;South;25;ST;79,71;1992,75;EUR
.1~10;10;A9;Company;01;1;Cheese;16;South;18;ST;100,05;1800,9;EUR
.1~16;16;A9;Company;01;1;Cream;16;South;20;ST;87,76;1755,2;EUR
.1~20;20;A9;Company;01;1;Ice Cream;16;South;48;ST;52,22;2506,56;EUR
.1~26;26;A9;Company;01;1;Milk;16;South;58;ST;27,78;1611,24;EUR
.1~32;32;A9;Company;01;1;Yoghurt;16;South;194;ST;32,83;6420,07;EUR
.1~50;50;A9;Company;01;2;Cream;16;South;20;ST;93,41;1868,2;EUR
.1~56;56;A9;Company;01;2;Ice Cream;16;South;31;ST;60,31;1869,61;EUR
.1~62;62;A9;Company;01;2;Milk;16;South;115;ST;30,83;3539,75;EUR
.1~68;68;A9;Company;01;2;Yoghurt;16;South;91;ST;33,28;3028,48;EUR
.1~74;74;B9;Company;01;1;Butter;16;South;97;ST;70,48;6836,56;EUR
.1~80;80;B9;Company;01;1;Cheese;16;South;23;ST;97,32;2238,36;EUR
.1~86;86;B9;Company;01;1;Cream;16;South;19;ST;85,36;1621,84;EUR
.1~90;90;B9;Company;01;1;Ice Cream;16;South;32;ST;50,79;1625,28;EUR
.1~96;96;B9;Company;01;1;Milk;16;South;62;ST;27,02;1675,24;EUR
.1~102;102;B9;Company;01;1;Yoghurt;16;South;171;ST;30,42;5201,82;EUR
.1~108;108;B9;Company;01;2;Butter;16;South;131;ST;70,48;9232,88;EUR
.1~120;120;B9;Company;01;2;Cream;16;South;53;ST;85,36;4524,08;EUR
.1~126;126;B9;Company;01;2;Ice Cream;16;South;34;ST;50,79;1726,86;EUR
.1~132;132;B9;Company;01;2;Milk;16;South;195;ST;27,02;5268,9;EUR
.1~138;138;B9;Company;01;2;Yoghurt;16;South;58;ST;30,42;1764,36;EUR
.1~160;160;C9;Company;01;1;Ice Cream;16;South;58;ST;56,96;3303,68;EUR
.1~172;172;C9;Company;01;1;Yoghurt;16;South;182;ST;34,12;6209,84;EUR
.1~178;178;C9;Company;01;2;Butter;16;South;144;ST;62,24;8963,76;EUR
.1~184;184;C9;Company;01;2;Cheese;16;South;25;ST;92,77;2319,25;EUR
.1~190;190;C9;Company;01;2;Cream;16;South;100;ST;73,24;7324;EUR
.1~208;208;C9;Company;01;2;Yoghurt;16;South;266;ST;30,7;7975,12;EUR
.1~214;214;D9;Company;01;1;Butter;16;South;21;ST;75,75;1590,75;EUR
.1~230;230;D9;Company;01;1;Ice Cream;16;South;100;ST;54,59;5459;EUR
.1~236;236;D9;Company;01;1;Milk;16;South;136;ST;29,04;3949,44;EUR
.1~242;242;D9;Company;01;1;Yoghurt;16;South;230;ST;32,69;7518,7;EUR
.1~260;260;D9;Company;01;2;Cream;16;South;18;ST;82,57;1486,26;EUR
.1~278;278;D9;Company;01;2;Yoghurt;16;South;5;ST;29,42;147,1;EUR
.1~312;312;E9;Company;01;1;Yoghurt;16;South;11;ST;35,54;390,94;EUR
.1~318;318;E9;Company;01;2;Butter;16;South;19;ST;82,34;1564,46;EUR
.1~330;330;E9;Company;01;2;Cream;16;South;22;ST;99,73;2194,06;EUR
.1~342;342;E9;Company;01;2;Milk;16;South;70;ST;31,56;2209,2;EUR
.1~348;348;E9;Company;01;2;Yoghurt;16;South;178;ST;35,54;6326,12;EUR
.1~3;3;A9;Market;01;1;Butter;16;South;143;ST;72,89;10420,06;EUR
.1~9;9;A9;Market;01;1;Cheese;16;South;41;ST;98,68;4039,26;EUR
.1~15;15;A9;Market;01;1;Cream;16;South;39;ST;86,56;3377,04;EUR
.1~19;19;A9;Market;01;1;Ice Cream;16;South;238;ST;54,11;12894,52;EUR
.1~25;25;A9;Market;01;1;Milk;16;South;256;ST;28,22;7235,92;EUR
.1~31;31;A9;Market;01;1;Yoghurt;16;South;788;ST;32,75;25741,37;EUR
.1~37;37;A9;Market;01;2;Butter;16;South;294;ST;67,35;19761,1;EUR
.1~43;43;A9;Market;01;2;Cheese;16;South;25;ST;92,77;2319,25;EUR
.1~49;49;A9;Market;01;2;Cream;16;South;213;ST;82,15;17396,6;EUR
.1~55;55;A9;Market;01;2;Ice Cream;16;South;65;ST;55,55;3596,47;EUR
.1~61;61;A9;Market;01;2;Milk;16;South;380;ST;29,04;11017,85;EUR
.1~67;67;A9;Market;01;2;Yoghurt;16;South;598;ST;32,42;19241,18;EUR
.1~73;73;B9;Market;01;1;Butter;16;South;143;ST;72,89;10420,06;EUR
.1~79;79;B9;Market;01;1;Cheese;16;South;41;ST;98,68;4039,26;EUR
.1~85;85;B9;Market;01;1;Cream;16;South;39;ST;86,56;3377,04;EUR
.1~89;89;B9;Market;01;1;Ice Cream;16;South;238;ST;54,11;12894,52;EUR
.1~95;95;B9;Market;01;1;Milk;16;South;256;ST;28,22;7235,92;EUR
.1~101;101;B9;Market;01;1;Yoghurt;16;South;788;ST;32,75;25741,37;EUR
.1~107;107;B9;Market;01;2;Butter;16;South;294;ST;67,35;19761,1;EUR
.1~113;113;B9;Market;01;2;Cheese;16;South;25;ST;92,77;2319,25;EUR
.1~119;119;B9;Market;01;2;Cream;16;South;213;ST;82,15;17396,6;EUR
.1~125;125;B9;Market;01;2;Ice Cream;16;South;65;ST;55,55;3596,47;EUR
.1~131;131;B9;Market;01;2;Milk;16;South;380;ST;29,04;11017,85;EUR
.1~137;137;B9;Market;01;2;Yoghurt;16;South;598;ST;32,42;19241,18;EUR
.1~143;143;C9;Market;01;1;Butter;16;South;143;ST;72,89;10420,06;EUR
.1~149;149;C9;Market;01;1;Cheese;16;South;41;ST;98,68;4039,26;EUR
.1~155;155;C9;Market;01;1;Cream;16;South;39;ST;86,56;3377,04;EUR
.1~159;159;C9;Market;01;1;Ice Cream;16;South;238;ST;54,11;12894,52;EUR
.1~165;165;C9;Market;01;1;Milk;16;South;256;ST;28,22;7235,92;EUR
.1~171;171;C9;Market;01;1;Yoghurt;16;South;788;ST;32,75;25741,37;EUR
.1~177;177;C9;Market;01;2;Butter;16;South;294;ST;67,35;19761,1;EUR
