ID;ROW_NUMBER;PLANT;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;EVENT_TYPE;DOCUMENT_TYPE;MOVEMENT_TYPE;STORAGE_LOCATION;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;MATERIAL_CODE;MATERIAL_SIZE;MATERIAL_LABEL;DEBIT_CREDIT_INDICATOR;UNIT;QUANTITY_ABS;QUANTITY
.1~298;298;C9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;CC-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;120;120
.1~168;168;B9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;BB-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;200;200
.1~421;421;D9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;DD-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;310;310
.1~283;283;C9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;CC-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;285;285
.1~304;304;C9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;CC-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;95;95
.1~179;179;B9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;BB-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;100;100
.1~30;30;A9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;AA-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;50;50
.1~14;14;A9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;AA-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;60;60
.1~172;172;B9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;BB-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;200;200
.1~434;434;D9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;DD-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;110;110
.1~174;174;B9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;BB-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;180;180
.1~25;25;A9;01;01;01/01;01/01/2021 00:00;1;1;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;AA-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;70;70
